,angle,speed
91,0.6631257,0.0
92,0.71308285,0.0
93,0.5042142,1.0
94,0.7592228,1.0
95,0.6111392,0.0
96,0.62922716,1.0
97,0.68488145,1.0
98,0.8303263,0.0
99,0.58613896,1.0
100,0.7384592,1.0
101,0.4946223,1.0
102,0.47048205,0.0
103,0.71784794,1.0
104,0.81210613,1.0
105,0.5943253,1.0
106,0.5930865,1.0
107,0.7447565,1.0
108,0.52481174,1.0
109,0.50371623,1.0
110,0.7098435,1.0
111,0.82953775,0.0
112,0.5240288,0.0
113,0.5408321,1.0
114,0.5514366,1.0
115,0.7361516,0.0
116,0.7731657,1.0
117,0.52246404,1.0
118,0.7563902,1.0
119,0.20487523,1.0
120,0.8045589,1.0
121,0.7308805,1.0
122,0.52723736,1.0
123,0.46558243,0.0
124,0.77256787,1.0
125,0.7439151,0.0
126,0.5439593,0.0
127,0.67524445,0.0
128,0.21907693,1.0
129,0.5074067,1.0
130,0.49497074,1.0
131,0.540023,1.0
132,0.5336272,1.0
133,0.8278227,0.0
134,0.5170775,1.0
135,0.74200505,1.0
136,0.75958705,0.0
137,0.5560925,1.0
138,0.76110137,1.0
139,0.4604833,1.0
140,0.642067,1.0
141,0.58026737,1.0
142,0.77703786,0.0
143,0.7667645,1.0
144,0.7069715,1.0
145,0.7169104,1.0
146,0.7762208,0.0
147,0.77105975,1.0
148,0.7564435,1.0
149,0.55290645,1.0
150,0.6690462,0.0
151,0.20747107,1.0
152,0.58618903,1.0
153,0.5088473,1.0
154,0.70463264,0.0
155,0.7500353,0.0
156,0.5883273,1.0
157,0.5480601,1.0
158,0.7525492,1.0
159,0.6571083,1.0
160,0.7042716,1.0
161,0.6783815,0.0
162,0.55467474,0.0
163,0.742727,0.0
164,0.6152073,1.0
165,0.6722415,1.0
166,0.75114715,1.0
167,0.58677137,1.0
168,0.60358495,1.0
169,0.5206036,1.0
170,0.50741714,1.0
171,0.54332966,1.0
172,0.73801655,1.0
173,0.58459675,0.0
174,0.64510614,1.0
175,0.5520792,1.0
176,0.43482193,0.0
177,0.63171,1.0
178,0.8296051,0.0
179,0.027673185,1.0
180,0.5205775,1.0
181,0.7309016,1.0
182,0.75086355,0.0
183,0.7807318,1.0
184,0.7234094,1.0
185,0.60209584,1.0
186,0.7844151,1.0
187,0.6926821,0.0
188,0.54994017,1.0
189,0.3721921,1.0
190,0.68428427,1.0
191,0.5879894,1.0
192,0.7529806,0.0
193,0.74028957,1.0
194,0.5946282,1.0
195,0.5322812,1.0
196,0.69038886,1.0
197,0.75123924,1.0
198,0.500802,1.0
199,0.45305765,0.0
200,0.326761,0.0
201,0.6240099,1.0
202,0.70292836,1.0
203,0.5076208,1.0
204,0.5911004,0.0
205,0.5315061,0.0
206,0.6743898,1.0
207,0.61140734,1.0
208,0.5596467,1.0
209,0.68756056,1.0
210,0.7260645,0.0
211,0.7316088,1.0
212,0.48512113,1.0
213,0.73555565,1.0
214,0.62064666,0.0
215,0.56902826,1.0
216,0.16681749,0.0
217,0.70527816,0.0
218,0.69971055,1.0
219,0.772958,1.0
220,0.6870059,1.0
221,0.39653316,0.0
222,0.6389792,0.0
223,0.49403673,1.0
224,0.4997436,1.0
225,0.7247542,1.0
226,0.60968435,0.0
227,0.6931876,0.0
228,0.7241882,1.0
229,0.73718506,1.0
230,0.76984406,1.0
231,0.70650804,1.0
232,0.6524569,1.0
233,0.58503085,1.0
234,0.7791561,1.0
235,0.76435,1.0
236,0.4911616,1.0
237,0.59451234,1.0
238,0.6618799,1.0
239,0.6245718,1.0
240,0.4770878,1.0
241,0.6183817,0.0
242,0.7472695,0.0
243,0.8155839,0.0
244,0.47591174,1.0
245,0.43576473,1.0
246,0.6287975,1.0
247,0.7561455,1.0
248,0.5925778,1.0
249,0.51221776,1.0
250,0.84900254,1.0
251,0.52400583,1.0
252,0.47724804,0.0
253,0.542885,1.0
254,0.69789505,1.0
255,0.5311972,1.0
256,0.73156834,0.0
257,0.657072,0.0
258,0.57669044,0.0
259,0.76806575,0.0
260,0.57297504,1.0
261,0.5392997,1.0
262,0.48800012,1.0
263,0.69440824,1.0
264,0.63964087,1.0
265,0.7206205,0.0
266,0.5412581,1.0
267,0.5515136,1.0
268,0.5592141,0.0
269,0.61957747,0.0
270,0.6144773,1.0
271,0.6815365,1.0
272,0.47285098,1.0
273,0.40520954,0.0
274,0.5359238,1.0
275,0.7350025,1.0
276,0.5004248,1.0
277,0.702179,0.0
278,0.67987335,1.0
279,0.058467746,1.0
280,0.4942417,0.0
281,0.6294707,0.0
282,0.4864068,0.0
283,0.5462591,1.0
284,0.5127433,1.0
285,0.5287364,0.0
286,0.7672297,0.0
287,0.5397321,1.0
288,0.4666227,1.0
289,0.7380296,1.0
290,0.7207119,1.0
291,0.8319843,0.0
292,0.7236745,1.0
293,0.6152712,0.0
294,0.6427878,1.0
295,0.54666317,1.0
296,0.5955215,1.0
297,0.69520354,0.0
298,0.7379062,1.0
299,0.70150733,1.0
300,0.6008693,1.0
301,0.7694098,1.0
302,0.6646972,0.0
303,0.6592134,0.0
304,0.739073,1.0
305,0.7008826,1.0
306,0.61816376,0.0
307,0.65976,1.0
308,0.49193943,1.0
309,0.7058774,1.0
310,0.71096814,1.0
311,0.4945134,1.0
312,0.7345108,1.0
313,0.7228424,1.0
314,0.7281065,1.0
315,0.8014303,0.0
316,0.24265924,1.0
317,0.71345663,0.0
318,0.7721834,1.0
319,0.6649119,0.0
320,0.47023836,1.0
321,0.4770684,1.0
322,0.53504086,0.0
323,0.4531654,0.0
324,0.28207803,1.0
325,0.64926094,0.0
326,0.66837984,0.0
327,0.2822826,1.0
328,0.45837212,1.0
329,0.54103464,1.0
330,0.758826,0.0
331,0.56594545,1.0
332,0.8113048,0.0
333,0.5397099,1.0
334,0.61499006,0.0
335,0.71635115,1.0
336,0.66358125,1.0
337,0.46625414,1.0
338,0.7268849,0.0
339,0.74191594,1.0
340,0.7300042,1.0
341,0.7282305,1.0
342,0.7502284,1.0
343,0.42198926,1.0
344,0.6739366,1.0
345,0.7687529,1.0
346,0.6670675,1.0
347,0.4726418,1.0
348,0.4643982,1.0
349,0.6757288,0.0
350,0.6026017,1.0
351,0.6993767,1.0
352,0.0,1.0
353,0.7168148,1.0
354,0.6405937,1.0
355,0.49244708,1.0
356,0.5595414,1.0
357,0.746885,0.0
358,0.488868,1.0
359,0.5043417,1.0
360,0.5529479,1.0
361,0.6693346,1.0
362,0.43975556,1.0
363,0.27948496,1.0
364,0.66976875,1.0
365,0.6753542,0.0
366,0.49732536,1.0
367,0.5448527,1.0
368,0.5310809,1.0
369,0.7178509,1.0
370,0.70315266,0.0
371,0.77184904,1.0
372,0.4705951,0.0
373,0.65262026,1.0
374,0.69721407,1.0
375,0.684652,0.0
376,0.76697874,1.0
377,0.53781044,1.0
378,0.79686654,0.0
379,0.99782115,1.0
380,0.5189452,1.0
381,0.5308102,0.0
382,0.5887931,1.0
383,0.7822623,0.0
384,0.5445237,1.0
385,0.6975707,1.0
386,0.479815,1.0
387,0.65837467,1.0
388,0.7185227,1.0
389,0.5301324,0.0
390,0.6658889,1.0
391,0.51944506,1.0
392,0.5013358,1.0
393,0.5023509,1.0
394,0.7191362,1.0
395,0.49673298,1.0
396,0.5430179,1.0
397,0.49572018,1.0
398,0.71741426,1.0
399,0.22353512,0.0
400,0.79931164,1.0
401,0.59855366,1.0
402,0.5828262,1.0
403,0.7400575,1.0
404,0.48185903,1.0
405,0.75237435,1.0
406,0.47913557,0.0
407,0.67971027,1.0
408,0.6901954,0.0
409,0.74359477,1.0
410,0.7358502,1.0
411,0.74498487,1.0
412,0.75470686,1.0
413,0.6300251,1.0
414,0.44017288,1.0
415,0.71331,1.0
416,0.67293686,0.0
417,0.70252335,1.0
418,0.798148,1.0
419,0.66930217,1.0
420,0.6834112,0.0
421,0.8028313,1.0
422,0.51152706,1.0
423,0.38736936,0.0
424,0.49704674,0.0
425,0.66180927,1.0
426,0.5013028,1.0
427,0.44337302,1.0
428,0.46581548,1.0
429,0.66588426,1.0
430,0.5560581,0.0
431,0.49384093,0.0
432,0.7421882,1.0
433,0.73405933,0.0
434,0.4926755,0.0
435,0.7277373,1.0
436,0.49191406,1.0
437,0.7030752,1.0
438,0.45899844,1.0
439,0.7330805,0.0
440,0.5099373,1.0
441,0.75969553,0.0
442,0.29330105,1.0
443,0.77543306,0.0
444,0.780257,0.0
445,0.65712535,0.0
446,0.7899918,1.0
447,0.78119147,1.0
448,0.7472758,1.0
449,0.6943313,1.0
450,0.47863352,1.0
451,0.5724827,0.0
452,0.47690272,1.0
453,0.680292,1.0
454,0.7294986,1.0
455,0.42345735,0.0
456,0.12353605,0.0
457,0.76010835,1.0
458,0.5197401,1.0
459,0.56998175,1.0
460,0.5660456,1.0
461,0.7528997,1.0
462,0.7360681,1.0
463,0.68152,1.0
464,0.8035388,1.0
465,0.4589639,1.0
466,0.47070408,1.0
467,0.70612735,1.0
468,0.48355633,1.0
469,0.5993915,1.0
470,0.5035033,1.0
471,0.74160635,1.0
472,0.8410916,0.0
473,0.7372179,1.0
474,0.57185084,1.0
475,0.76083475,1.0
476,0.6968529,0.0
477,0.4333582,0.0
478,0.5661318,1.0
479,0.59107375,1.0
480,0.47675002,0.0
481,0.5889277,1.0
482,0.7399738,0.0
483,0.67194456,1.0
484,0.7655995,0.0
485,0.63540727,0.0
486,0.75153476,1.0
487,0.50443673,1.0
488,0.6850286,0.0
489,0.46509326,0.0
490,0.7323458,1.0
491,0.76816297,1.0
492,0.5111917,1.0
493,0.7145488,1.0
494,0.72377616,1.0
495,0.48798728,1.0
496,0.7999863,0.0
497,0.49772862,1.0
498,0.5827392,1.0
499,0.54781276,1.0
500,0.6709909,1.0
501,0.7041737,1.0
502,0.5605166,1.0
503,0.5046544,1.0
504,0.70942914,0.0
505,0.7601034,1.0
506,0.5926201,1.0
507,0.7685609,1.0
508,0.7477896,1.0
509,0.7542023,0.0
510,0.54201525,1.0
511,0.7314693,0.0
512,0.75781214,1.0
513,0.67510265,0.0
514,0.4773523,1.0
515,0.64372903,1.0
516,0.7821803,1.0
517,0.83639675,0.0
518,0.53056276,1.0
519,0.4664996,1.0
520,0.50010324,1.0
521,0.57205284,1.0
522,0.43209898,0.0
523,0.528633,1.0
524,0.5231136,1.0
525,0.48976254,1.0
526,0.5956982,1.0
527,0.546163,1.0
528,0.5604243,1.0
529,0.60986066,0.0
530,0.50769687,1.0
531,0.7648884,1.0
532,0.5123782,1.0
533,0.51468515,1.0
534,0.51521033,1.0
535,0.46942157,1.0
536,0.5896655,1.0
537,0.50323755,1.0
538,0.7167283,1.0
539,0.6179553,1.0
540,0.522296,1.0
541,0.5922684,1.0
542,0.5133354,1.0
543,0.73668253,1.0
544,0.7279855,1.0
545,0.50184375,0.0
546,0.7451922,1.0
547,0.48536885,0.0
548,0.5114851,0.0
549,0.52112764,0.0
550,0.5289584,1.0
551,0.47336212,0.0
552,0.5028094,1.0
553,0.48286963,0.0
554,0.536827,0.0
555,0.6654596,1.0
556,0.27276063,1.0
557,0.5032861,1.0
558,0.69817483,1.0
559,0.21889535,1.0
560,0.5697251,1.0
561,0.85721946,1.0
562,0.68404377,1.0
563,0.7287799,1.0
564,0.6710673,1.0
565,0.6199113,0.0
566,0.33043075,0.0
567,0.69956917,0.0
568,0.5357395,1.0
569,0.71407276,0.0
570,0.7405092,1.0
571,0.5367234,1.0
572,0.75575596,0.0
573,0.56293374,0.0
574,0.44956276,1.0
575,0.7428461,1.0
576,0.54706025,0.0
577,0.5116422,1.0
578,0.75852513,0.0
579,0.6694226,1.0
580,0.4213578,1.0
581,0.51319826,1.0
582,0.55540043,1.0
583,0.6929611,1.0
584,0.5525623,1.0
585,0.66982377,0.0
586,0.5914036,1.0
587,0.4940326,0.0
588,0.7364288,1.0
589,0.77990246,0.0
590,0.755484,0.0
591,0.72073203,0.0
592,0.6822813,1.0
593,0.7459364,1.0
594,0.5612651,1.0
595,0.6344006,1.0
596,0.16257918,1.0
597,0.7671628,0.0
598,0.73622763,1.0
599,0.54425067,1.0
600,0.53521836,1.0
601,0.72652984,1.0
602,0.61992997,1.0
603,0.4978214,1.0
604,0.42293096,1.0
605,0.5798248,0.0
606,0.74290997,1.0
607,0.5694229,0.0
608,0.48260903,1.0
609,0.4132489,1.0
610,0.6256955,1.0
611,0.47928205,1.0
612,0.78213876,1.0
613,0.7318804,1.0
614,0.71999955,1.0
615,0.5836367,1.0
616,0.48003098,1.0
617,0.83593124,0.0
618,0.38538292,0.0
619,0.5047841,1.0
620,0.48137322,1.0
621,0.73178124,1.0
622,0.74348927,1.0
623,0.60293454,1.0
624,0.3936696,0.0
625,0.39481282,0.0
626,0.5375878,1.0
627,0.49573198,1.0
628,0.4888481,0.0
629,0.62472755,1.0
630,0.44335863,0.0
631,0.5168485,1.0
632,0.54679245,1.0
633,0.5722133,1.0
634,0.70494056,1.0
635,0.51558995,1.0
636,0.80580103,1.0
637,0.7727533,1.0
638,0.60354036,1.0
639,0.47740442,1.0
640,0.48619264,1.0
641,0.7058942,1.0
642,0.6848593,1.0
643,0.47530118,1.0
644,0.12997782,1.0
645,0.68981194,0.0
646,0.7899914,1.0
647,0.62071854,1.0
648,0.7241464,0.0
649,0.4294424,0.0
650,0.79469746,1.0
651,0.54457104,1.0
652,0.6642021,1.0
653,0.72452146,1.0
654,0.47225562,1.0
655,0.5433829,1.0
656,0.50998646,1.0
657,0.7529975,1.0
658,0.69175243,1.0
659,0.7384851,1.0
660,0.803265,1.0
661,0.76845586,1.0
662,0.6761954,0.0
663,0.82634413,0.0
664,0.46767733,0.0
665,0.50286627,1.0
666,0.5431555,1.0
667,0.5517642,1.0
668,0.5526947,1.0
669,0.4746902,1.0
670,0.6954423,1.0
671,0.7186556,1.0
672,0.45572045,1.0
673,0.55686826,1.0
674,0.44447935,1.0
675,0.5443654,1.0
676,0.7879928,1.0
677,0.55914253,1.0
678,0.7710005,0.0
679,0.45210004,1.0
680,0.078412175,0.0
681,0.753899,1.0
682,0.121874005,1.0
683,0.68687505,1.0
684,0.509891,1.0
685,0.53342825,1.0
686,0.43363917,0.0
687,0.48468256,0.0
688,0.8322102,0.0
689,0.40612203,0.0
690,0.52840656,0.0
691,0.5327512,1.0
692,0.49367118,1.0
693,0.6521179,1.0
694,0.6988726,1.0
695,0.96042293,1.0
696,0.7002431,1.0
697,0.48360574,1.0
698,0.5833332,0.0
699,0.5748405,0.0
700,0.40763155,0.0
701,0.5685084,1.0
702,0.7734618,1.0
703,0.4383487,0.0
704,0.6469624,1.0
705,0.48756534,1.0
706,0.57822025,1.0
707,0.3933695,1.0
708,0.7152222,1.0
709,0.7278335,1.0
710,0.57720405,1.0
711,0.55501884,1.0
712,0.44321695,1.0
713,0.4421493,1.0
714,0.47373366,1.0
715,0.7612449,0.0
716,0.5983864,1.0
717,0.77876467,1.0
718,0.66324615,1.0
719,0.47659528,1.0
720,0.55755514,0.0
721,0.5190248,1.0
722,0.6452725,1.0
723,0.5450029,1.0
724,0.47614354,1.0
725,0.79272133,0.0
726,0.5438392,1.0
727,0.5041785,1.0
728,0.7223221,1.0
729,0.48449284,0.0
730,0.47228095,0.0
731,0.5315948,1.0
732,0.46457893,1.0
733,0.6914121,1.0
734,0.54084027,1.0
735,0.7601549,1.0
736,0.74745893,1.0
737,0.67937315,1.0
738,0.53989094,1.0
739,0.5384112,1.0
740,0.7901073,1.0
741,0.7273149,0.0
742,0.5132292,1.0
743,0.7675947,0.0
744,0.51687783,0.0
745,0.6636729,1.0
746,1.2021902,1.0
747,0.51264906,1.0
748,0.6936681,1.0
749,0.5092797,1.0
750,0.702001,0.0
751,0.55814797,0.0
752,0.65942246,0.0
753,0.47854567,1.0
754,0.51656616,1.0
755,0.71898437,1.0
756,0.75776887,1.0
757,0.7273295,1.0
758,0.39872542,0.0
759,0.75973856,0.0
760,0.7482445,1.0
761,0.60694724,1.0
762,0.7809305,1.0
763,0.7272591,1.0
764,0.7007557,0.0
765,0.74596226,0.0
766,0.5197518,1.0
767,0.6452338,1.0
768,0.66629964,1.0
769,0.69976074,1.0
770,0.17173761,0.0
771,0.4888637,1.0
772,0.78182346,0.0
773,0.784341,1.0
774,0.7440849,1.0
775,0.54108626,0.0
776,0.45489472,0.0
777,0.7191542,1.0
778,0.7267753,0.0
779,0.53723264,1.0
780,0.7173665,1.0
781,0.63135755,1.0
782,0.60181373,0.0
783,0.53460133,1.0
784,0.5028409,1.0
785,0.59690344,1.0
786,0.54060566,1.0
787,0.810133,0.0
788,0.689485,1.0
789,0.7365062,1.0
790,0.73836446,1.0
791,0.5145161,1.0
792,0.6661287,1.0
793,0.48058328,0.0
794,0.34855014,1.0
795,0.6883477,0.0
796,0.6886281,1.0
797,0.71546155,1.0
798,0.44228137,1.0
799,0.7174845,1.0
800,0.70421857,1.0
801,0.49492627,1.0
802,0.5324085,1.0
803,0.70955926,1.0
804,0.5183113,1.0
805,0.5986672,1.0
806,0.47508773,1.0
807,0.76678586,1.0
808,0.7216965,1.0
809,0.43635494,1.0
810,0.8722665,0.0
811,0.5570227,1.0
812,0.6684585,1.0
813,0.5658958,0.0
814,0.53538704,0.0
815,0.11973131,1.0
816,0.78836215,0.0
817,0.63348216,0.0
818,0.5611749,1.0
819,0.5439357,1.0
820,0.39977226,0.0
821,0.45670053,0.0
822,0.6936035,1.0
823,0.60844535,1.0
824,0.38076383,1.0
825,0.57777464,0.0
826,0.7281693,0.0
827,0.27649966,0.0
828,0.52462447,1.0
829,0.51051545,1.0
830,0.53991365,1.0
831,0.7834523,0.0
832,0.7768667,1.0
833,0.52707845,1.0
834,0.5118514,1.0
835,0.45149338,1.0
836,0.4866214,1.0
837,0.74179006,0.0
838,0.7391447,1.0
839,0.6429084,1.0
840,0.51794624,0.0
841,0.56962967,1.0
842,0.5834574,1.0
843,0.48437098,1.0
844,0.72236824,1.0
845,0.75214636,0.0
846,0.48017934,1.0
847,0.5590886,0.0
848,0.57453954,0.0
849,0.76438665,1.0
850,0.55114985,1.0
851,0.64896464,1.0
852,0.5247963,1.0
853,0.8655342,0.0
854,0.51342654,1.0
855,0.6927373,1.0
856,0.7550218,1.0
857,0.50971824,0.0
858,0.49289167,1.0
859,0.6186803,1.0
860,0.5962459,1.0
861,0.52226645,1.0
862,0.77540314,0.0
863,0.45079005,1.0
864,0.4876258,1.0
865,0.65556157,1.0
866,0.5000864,1.0
867,0.7908353,1.0
868,0.5342879,1.0
869,0.72183776,1.0
870,0.77369994,1.0
871,0.6437011,1.0
872,0.7616387,0.0
873,0.60457784,1.0
874,0.58109605,1.0
875,0.1257639,1.0
876,0.7485795,0.0
877,0.49989748,1.0
878,0.7811556,1.0
879,0.53174204,0.0
880,0.40667093,0.0
881,0.50982964,1.0
882,0.6776293,0.0
883,0.4808725,0.0
884,0.6378888,1.0
885,0.5179685,1.0
886,0.6675985,1.0
887,0.5916818,1.0
888,0.14719108,0.0
889,0.5656067,1.0
890,0.4937742,1.0
891,0.7704489,1.0
892,0.5902604,1.0
893,0.47721016,1.0
894,0.7612116,0.0
895,0.62201065,0.0
896,0.52194786,1.0
897,0.7269223,0.0
898,0.72672385,0.0
899,0.5689109,0.0
900,0.60370696,0.0
901,0.66406065,1.0
902,0.52095187,1.0
903,0.47771543,1.0
904,0.5227365,0.0
905,0.53934133,1.0
906,0.6644193,1.0
907,0.7340522,1.0
908,0.6325306,1.0
909,0.52008104,0.0
910,0.79175174,0.0
911,0.54905504,1.0
912,0.74351454,1.0
913,0.7867135,0.0
914,0.70837283,1.0
915,0.7440124,1.0
916,0.7115069,1.0
917,0.5162643,0.0
918,0.4600485,1.0
919,0.75373435,0.0
920,0.5602348,0.0
921,0.66496265,0.0
922,0.53555703,0.0
923,0.70881855,1.0
924,0.72140265,1.0
925,0.46347445,0.0
926,0.5346892,1.0
927,0.5411336,1.0
928,0.69874996,1.0
929,0.781253,1.0
930,0.7545112,1.0
931,0.7812963,0.0
932,0.6166478,1.0
933,0.5451602,1.0
934,0.6803046,1.0
935,0.64556164,1.0
936,0.5902231,1.0
937,0.49623784,1.0
938,0.5406612,1.0
939,0.8570039,0.0
940,0.8452492,0.0
941,0.45964196,1.0
942,0.7335931,1.0
943,0.10203084,1.0
944,0.8089974,1.0
945,0.65373653,1.0
946,0.54857427,1.0
947,0.87157464,0.0
948,0.68740976,1.0
949,0.73011994,0.0
950,0.47331125,1.0
951,0.5230539,1.0
952,0.5278762,1.0
953,0.7246214,1.0
954,0.71499133,1.0
955,0.08886075,1.0
956,0.6919279,1.0
957,0.31183377,1.0
958,0.4624247,1.0
959,0.5193311,1.0
960,0.72844553,1.0
961,0.69878554,1.0
962,0.65097874,1.0
963,0.51505893,1.0
964,0.37431335,0.0
965,0.7556844,1.0
966,0.7566495,1.0
967,0.46320114,0.0
968,0.68080926,1.0
969,0.63436747,1.0
970,0.19010088,1.0
971,0.68308306,1.0
972,0.62419975,0.0
973,0.72317094,1.0
974,0.30565804,1.0
975,0.50077504,1.0
976,0.7707279,1.0
977,0.663636,1.0
978,0.56057435,1.0
979,0.70163643,1.0
980,0.72820544,1.0
981,0.5831379,1.0
982,0.5052167,0.0
983,0.72902703,1.0
984,0.52921873,1.0
985,0.72423553,1.0
986,0.65186626,0.0
987,0.42459404,0.0
988,0.5209113,1.0
989,0.68000627,1.0
990,0.6856762,0.0
991,0.7164512,0.0
992,0.4980335,1.0
993,0.48742568,1.0
994,0.7495463,1.0
995,0.48057246,0.0
996,0.23782459,0.0
997,0.6749887,1.0
998,0.75511074,0.0
999,0.7673912,1.0
1000,0.74372077,1.0
1001,0.78538346,1.0
1002,0.5497867,1.0
1003,0.5268103,1.0
1004,0.56049603,1.0
1005,0.6643339,1.0
1006,0.66114914,1.0
1007,0.6798677,1.0
1008,0.6519456,1.0
1009,0.62001204,1.0
1010,0.63720465,0.0
1011,0.8140626,0.0
1012,0.6375854,0.0
1013,0.555023,1.0
1014,0.4869445,1.0
1015,0.83976877,0.0
1016,0.712587,1.0
1017,0.39948332,0.0
1018,0.5643669,1.0
1019,0.6455328,1.0
1020,0.7742816,1.0
1021,0.6281192,1.0
1022,0.7467969,1.0
1023,0.4614129,1.0
1024,0.6022484,0.0
1025,0.69292945,1.0
1026,0.5236176,1.0
1027,0.5131096,1.0
1028,0.60411644,1.0
1029,0.74521285,1.0
1030,0.4559347,1.0
1031,0.5309594,1.0
1032,0.60719997,1.0
1033,0.5996324,1.0
1034,0.5505787,1.0
1035,0.7389235,1.0
1036,0.75511885,0.0
1037,0.71931994,1.0
1038,0.7660824,0.0
1039,0.66893214,0.0
1040,0.58939016,1.0
1041,0.5056471,1.0
1042,0.54782134,1.0
1043,0.5263405,1.0
1044,0.7436974,1.0
1045,0.55004746,1.0
1046,0.72980297,1.0
1047,0.5110339,1.0
1048,0.76755244,1.0
1049,0.45780167,1.0
1050,0.7314052,1.0
1051,0.48077095,1.0
1052,0.8768917,0.0
1053,0.77379274,1.0
1054,0.6248716,1.0
1055,0.6039732,1.0
1056,0.38716412,1.0
1057,0.5482436,1.0
1058,0.20812595,1.0
1059,0.77749395,1.0
1060,0.4802305,1.0
1061,0.79031754,1.0
1062,0.77035224,0.0
1063,0.6632031,1.0
1064,0.7032834,1.0
1065,0.8060677,1.0
1066,0.7276005,1.0
1067,0.50087774,1.0
1068,0.53291416,1.0
1069,0.49742922,0.0
1070,0.67186075,0.0
1071,0.52622473,1.0
1072,0.7359538,1.0
1073,0.48505113,1.0
1074,0.49957967,1.0
1075,0.5970747,1.0
1076,0.53352165,1.0
1077,0.7274579,1.0
1078,0.7356571,1.0
1079,0.72504574,1.0
1080,0.70114046,1.0
1081,0.18572792,0.0
1082,0.56214756,1.0
1083,0.6662934,1.0
1084,0.60647583,1.0
1085,0.7127157,1.0
1086,0.5790554,1.0
1087,0.78796834,1.0
1088,0.7602678,1.0
1089,0.50054824,0.0
1090,0.48415405,0.0
1091,0.588406,1.0
1092,0.74454707,1.0
1093,0.78426796,1.0
1094,0.67835844,1.0
1095,0.53074497,0.0
1096,0.69687545,1.0
1097,0.6995707,1.0
1098,0.76703143,0.0
1099,0.65623325,1.0
1100,0.7427337,1.0
1101,0.7370976,1.0
1102,0.63525915,0.0
1103,0.5768176,1.0
1104,0.2244494,1.0
1105,0.46001488,1.0
1106,0.7029748,1.0
1107,0.53644645,1.0
1108,0.5261386,1.0
1109,0.50980586,0.0
1110,0.5614349,1.0
1111,0.49120572,0.0
1112,0.7189176,1.0
1113,0.6906226,1.0
1114,0.499474,1.0
1115,0.73516226,1.0
1116,0.4837616,0.0
1117,0.7356686,0.0
1118,0.54763585,1.0
1119,0.5273,0.0
1120,0.665506,1.0
1121,0.49285585,0.0
1122,0.49933133,1.0
1123,0.6811065,1.0
1124,0.48302832,1.0
1125,0.7099638,1.0
1126,0.5111274,1.0
1127,0.66595554,1.0
1128,0.45080355,1.0
1129,0.67322755,0.0
1130,0.64883345,1.0
1131,0.6679311,1.0
1132,0.5143834,1.0
1133,0.6532389,1.0
1134,0.6280707,1.0
1135,0.5835044,1.0
1136,0.2616821,1.0
1137,0.621501,0.0
1138,0.5268872,0.0
1139,0.476508,1.0
1140,0.662771,1.0
1141,0.51049244,1.0
1142,0.79525626,1.0
1143,0.6636117,1.0
1144,0.663667,1.0
1145,0.65602064,1.0
1146,0.4945343,1.0
1147,0.5029106,1.0
1148,0.7189284,1.0
1149,0.7587663,1.0
1150,0.52338403,1.0
1151,0.54431266,0.0
1152,0.5716941,1.0
1153,0.532419,1.0
1154,0.77006435,0.0
1155,0.8170036,0.0
1156,0.75192827,1.0
