,Train,Predicted,Difference
11205,0.3125,0.75222564,0.4397256374359131
11206,0.625,0.473821,0.1511789858341217
11207,0.375,0.53044176,0.1554417610168457
11208,0.5,0.7411544,0.24115437269210815
11209,0.625,0.7223706,0.09737062454223633
11210,0.5,0.6955887,0.19558870792388916
11211,0.625,0.65900904,0.03400903940200806
11212,0.4375,0.7120041,0.2745041251182556
11213,0.8125,0.7447288,0.06777119636535645
11214,0.6875,0.5646708,0.12282919883728027
11215,0.6875,0.45624867,0.2312513291835785
11216,0.75,0.7675313,0.017531275749206543
11217,0.5,0.7738662,0.2738661766052246
11218,0.6875,0.60908425,0.07841575145721436
11219,0.6875,0.5160695,0.1714305281639099
11220,0.5625,0.5183974,0.044102609157562256
11221,0.5,0.63731444,0.13731443881988525
11222,0.875,0.5165229,0.3584771156311035
11223,0.5625,0.4919029,0.07059711217880249
11224,0.75,0.7181283,0.031871676445007324
11225,0.4375,0.7102135,0.27271348237991333
11226,0.1875,0.5630444,0.3755444288253784
11227,0.8125,0.7252526,0.08724737167358398
11228,0.75,0.46106833,0.288931667804718
11229,0.375,0.50408417,0.12908416986465454
11230,0.4375,0.7688951,0.33139508962631226
11231,0.4375,0.7776892,0.34018921852111816
11232,0.75,0.5359784,0.21402162313461304
11233,0.4375,0.66553783,0.22803783416748047
11234,0.5,0.6116975,0.1116974949836731
11235,0.6875,0.63117886,0.056321144104003906
11236,0.625,0.798517,0.17351698875427246
11237,0.8125,0.74207133,0.07042866945266724
11238,0.25,0.73733294,0.48733294010162354
11239,0.5,0.7640785,0.2640784978866577
11240,0.8125,0.6309056,0.1815943717956543
11241,0.75,0.74085975,0.009140253067016602
11242,0.5625,0.45356327,0.10893672704696655
11243,0.375,0.74619526,0.3711952567100525
11244,0.625,0.7421637,0.11716371774673462
11245,0.8125,0.70036477,0.11213523149490356
11246,0.4375,0.76537085,0.32787084579467773
11247,0.6875,0.699816,0.012315988540649414
11248,0.75,0.5635447,0.18645530939102173
11249,0.5,0.7286401,0.22864007949829102
11250,0.625,0.5136237,0.11137628555297852
11251,0.625,0.75791675,0.13291674852371216
11252,0.5,0.48417076,0.015829235315322876
11253,0.625,0.5596351,0.06536489725112915
11254,0.5625,0.7343416,0.17184162139892578
11255,0.375,0.6571696,0.2821695804595947
11256,0.875,0.4949571,0.3800429105758667
11257,0.5625,0.55185443,0.010645568370819092
11258,0.625,0.73501754,0.11001753807067871
11259,0.6875,0.56223005,0.12526994943618774
11260,0.5625,0.5556758,0.006824195384979248
11261,0.75,0.683681,0.06631898880004883
11262,0.8125,0.7550948,0.057405173778533936
11263,0.6875,0.52584153,0.16165846586227417
11264,0.1875,0.55103916,0.3635391592979431
11265,0.8125,0.7151597,0.09734028577804565
11266,0.5625,0.5052553,0.057244718074798584
11267,0.6875,0.6855205,0.0019794702529907227
11268,0.5,0.5311558,0.031155824661254883
11269,0.4375,0.7387836,0.301283597946167
11270,0.4375,0.7317958,0.2942957878112793
11271,0.6875,0.7246574,0.037157416343688965
11272,0.625,0.7297254,0.1047254204750061
11273,0.75,0.65623367,0.09376633167266846
11274,0.8125,0.6522073,0.16029268503189087
11275,0.6875,0.6843189,0.0031810998916625977
11276,0.4375,0.4958006,0.05830061435699463
11277,0.8125,0.62185353,0.1906464695930481
11278,0.625,0.5662627,0.05873727798461914
11279,0.4375,0.46266097,0.02516096830368042
11280,0.6875,0.75211024,0.06461024284362793
11281,0.4375,0.6974463,0.2599462866783142
11282,0.375,0.508029,0.13302898406982422
11283,0.6875,0.78761864,0.10011863708496094
11284,0.4375,0.6700007,0.23250067234039307
11285,0.625,0.54053754,0.08446246385574341
11286,0.4375,0.58892417,0.15142416954040527
11287,0.5,0.73787796,0.2378779649734497
11288,0.5,0.46739492,0.03260508179664612
11289,0.6875,0.5560081,0.13149189949035645
11290,0.4375,0.69973207,0.26223206520080566
11291,0.8125,0.72185725,0.09064275026321411
11292,0.625,0.50493556,0.12006443738937378
11293,0.5,0.76995206,0.26995205879211426
11294,0.6875,0.4594581,0.2280418872833252
11295,0.3125,0.7005302,0.38803017139434814
11296,0.5,0.76306117,0.26306116580963135
11297,0.4375,0.672923,0.2354230284690857
11298,0.625,0.6925998,0.06759977340698242
11299,0.75,0.7588901,0.008890092372894287
11300,0.5,0.5481922,0.04819220304489136
11301,0.4375,0.5246899,0.08718991279602051
11302,0.75,0.73757076,0.012429237365722656
11303,0.4375,0.73790693,0.30040693283081055
11304,0.5,0.6962126,0.19621258974075317
11305,0.75,0.59473854,0.15526145696640015
11306,0.8125,0.72922826,0.08327174186706543
11307,0.4375,0.56281245,0.1253124475479126
11308,0.5,0.7866024,0.2866023778915405
11309,0.5625,0.47105983,0.09144017100334167
11310,0.5625,0.72856236,0.1660623550415039
11311,0.875,0.5404614,0.3345385789871216
11312,0.625,0.54687846,0.07812154293060303
11313,0.75,0.4986231,0.2513768970966339
11314,0.75,0.5869324,0.16306757926940918
11315,0.75,0.6798908,0.07010918855667114
11316,0.5,0.626852,0.12685197591781616
11317,0.5,0.6989222,0.19892221689224243
11318,0.75,0.7660228,0.016022801399230957
11319,0.8125,0.49367854,0.3188214600086212
11320,0.75,0.64591813,0.10408186912536621
11321,0.5625,0.58570975,0.023209750652313232
11322,0.6875,0.7910098,0.10350978374481201
11323,0.4375,0.6615772,0.2240772247314453
11324,0.375,0.69864494,0.3236449360847473
11325,0.8125,0.77985495,0.03264504671096802
11326,0.5625,0.49604934,0.06645065546035767
11327,0.1875,0.53207195,0.34457194805145264
11328,0.4375,0.7424144,0.3049144148826599
11329,0.625,0.5115574,0.11344259977340698
11330,0.6875,0.7881731,0.10067307949066162
11331,0.5,0.6884632,0.1884632110595703
11332,0.75,0.77452326,0.024523258209228516
11333,0.75,0.77556616,0.025566160678863525
11334,0.75,0.4452815,0.3047184944152832
11335,0.625,0.7609246,0.1359245777130127
11336,0.875,0.5010531,0.3739469051361084
11337,0.75,0.7530049,0.003004908561706543
11338,0.625,0.51702756,0.10797244310379028
11339,0.625,0.75299275,0.12799274921417236
11340,0.125,0.7851784,0.6601784229278564
11341,0.625,0.7332021,0.10820209980010986
11342,0.6875,0.7434133,0.055913329124450684
11343,0.75,0.48196006,0.2680399417877197
11344,0.75,0.48232815,0.2676718533039093
11345,0.625,0.7406763,0.11567628383636475
11346,0.6875,0.5963158,0.09118419885635376
11347,0.5,0.67047346,0.17047345638275146
11348,0.4375,0.7795242,0.34202420711517334
11349,0.5625,0.5757059,0.013205885887145996
11350,0.5,0.5180036,0.01800358295440674
11351,0.75,0.5032107,0.24678927659988403
11352,0.6875,0.7081403,0.020640313625335693
11353,0.75,0.69555163,0.05444836616516113
11354,0.625,0.73865974,0.11365973949432373
11355,0.5625,0.7671714,0.20467138290405273
11356,0.6875,0.68149304,0.006006956100463867
11357,0.75,0.51642424,0.2335757613182068
11358,0.5625,0.67398447,0.11148446798324585
11359,0.625,0.50022185,0.124778151512146
11360,0.75,0.6619643,0.0880357027053833
11361,0.625,0.72928226,0.10428225994110107
11362,0.375,0.6270924,0.2520924210548401
11363,0.5625,0.6590482,0.09654819965362549
11364,0.8125,0.51221067,0.3002893328666687
11365,0.5,0.58827037,0.08827036619186401
11366,0.8125,0.7278776,0.08462238311767578
11367,0.4375,0.48845127,0.0509512722492218
11368,0.5,0.6075237,0.10752367973327637
11369,0.75,0.7510771,0.001077115535736084
11370,0.75,0.72956336,0.020436644554138184
11371,0.5,0.75189644,0.2518964409828186
11372,0.8125,0.69829327,0.11420673131942749
11373,0.5625,0.7269906,0.16449058055877686
11374,0.625,0.7706456,0.1456456184387207
11375,0.625,0.5415645,0.08343547582626343
11376,0.625,0.7222074,0.09720742702484131
11377,0.6875,0.78417325,0.09667325019836426
11378,0.8125,0.4853336,0.3271664083003998
11379,0.6875,0.7669549,0.07945489883422852
11380,0.75,0.480414,0.2695859968662262
11381,0.25,0.74753535,0.4975353479385376
11382,0.625,0.56066364,0.06433635950088501
11383,0.4375,0.6517519,0.21425187587738037
11384,0.1875,0.7435266,0.5560265779495239
11385,0.25,0.4894961,0.239496111869812
11386,0.6875,0.7099928,0.022492825984954834
11387,0.75,0.7015681,0.0484318733215332
11388,0.625,0.75797504,0.1329750418663025
11389,0.375,0.69360125,0.31860125064849854
11390,0.6875,0.5208071,0.16669291257858276
11391,0.875,0.59625286,0.2787471413612366
11392,0.875,0.59345055,0.28154945373535156
11393,0.6875,0.73568285,0.04818284511566162
11394,0.625,0.76063263,0.13563263416290283
11395,0.625,0.4849927,0.14000728726387024
11396,0.4375,0.77801895,0.3405189514160156
11397,0.5625,0.72826725,0.16576725244522095
11398,0.5,0.7546363,0.254636287689209
11399,0.6875,0.7149764,0.027476370334625244
11400,0.5,0.62607956,0.12607955932617188
11401,0.75,0.48353413,0.2664658725261688
11402,0.75,0.54974043,0.20025956630706787
11403,0.125,0.4939389,0.3689388930797577
11404,0.625,0.48762712,0.13737288117408752
11405,0.75,0.4805349,0.2694650888442993
11406,0.4375,0.7417381,0.30423808097839355
11407,0.75,0.56689554,0.18310445547103882
11408,0.5625,0.6747516,0.11225157976150513
11409,0.6875,0.6646955,0.02280449867248535
11410,0.25,0.4921823,0.24218231439590454
11411,0.5,0.45865646,0.04134353995323181
11412,0.5625,0.50660694,0.05589306354522705
11413,0.375,0.53459454,0.15959453582763672
11414,0.5,0.46764708,0.03235292434692383
11415,0.6875,0.7391528,0.05165278911590576
11416,0.75,0.5982929,0.15170711278915405
11417,0.625,0.737571,0.11257100105285645
11418,0.5,0.76901793,0.26901793479919434
11419,0.4375,0.47799066,0.04049065709114075
11420,0.125,0.53779787,0.41279786825180054
11421,0.8125,0.5789269,0.2335730791091919
11422,0.5,0.7074409,0.20744091272354126
11423,0.6875,0.4758427,0.21165728569030762
11424,0.5,0.5136938,0.013693809509277344
11425,0.75,0.7807699,0.03076988458633423
11426,0.875,0.75253403,0.12246596813201904
11427,0.625,0.61236024,0.012639760971069336
11428,0.5625,0.71132493,0.14882493019104004
11429,0.5625,0.46335393,0.09914606809616089
11430,0.375,0.751242,0.3762419819831848
11431,0.6875,0.5169649,0.17053508758544922
11432,0.5,0.67066413,0.17066413164138794
11433,0.375,0.5740525,0.19905251264572144
11434,0.625,0.75722814,0.13222813606262207
11435,1.0,0.71948373,0.28051626682281494
11436,0.5625,0.4621422,0.10035780072212219
11437,0.8125,0.77421325,0.03828674554824829
11438,0.5,0.5409956,0.04099559783935547
11439,0.75,0.4845225,0.2654775083065033
11440,0.5,0.7847841,0.28478407859802246
11441,0.4375,0.5502525,0.11275249719619751
11442,0.625,0.6724286,0.04742860794067383
11443,0.5,0.5307945,0.030794501304626465
11444,0.5625,0.76148397,0.19898396730422974
11445,0.5625,0.59301597,0.030515968799591064
11446,0.8125,0.74419564,0.06830435991287231
11447,0.75,0.7179939,0.03200608491897583
11448,0.625,0.79778486,0.17278486490249634
11449,0.625,0.5489086,0.07609140872955322
11450,0.5625,0.5159217,0.046578288078308105
11451,0.6875,0.6338673,0.05363267660140991
11452,0.75,0.48993585,0.26006415486335754
11453,0.6875,0.74482495,0.05732494592666626
11454,0.75,0.45963946,0.29036054015159607
11455,0.4375,0.5132836,0.0757836103439331
11456,0.8125,0.47536266,0.3371373414993286
11457,0.4375,0.57063764,0.13313764333724976
11458,0.4375,0.78550243,0.34800243377685547
11459,0.4375,0.46598879,0.02848878502845764
11460,0.375,0.7873744,0.4123743772506714
11461,0.5,0.52547467,0.0254746675491333
11462,0.625,0.7795718,0.1545717716217041
11463,0.75,0.45968616,0.29031383991241455
11464,0.5,0.5621715,0.06217151880264282
11465,0.3125,0.5613445,0.24884450435638428
11466,0.5,0.5935685,0.09356850385665894
11467,0.625,0.4677511,0.15724891424179077
11468,0.5,0.76987255,0.2698725461959839
11469,0.4375,0.81286126,0.37536126375198364
11470,0.4375,0.722553,0.285053014755249
11471,0.6875,0.7121476,0.02464759349822998
11472,0.6875,0.5294908,0.15800917148590088
11473,0.4375,0.76387566,0.32637566328048706
11474,0.4375,0.7648759,0.3273758888244629
11475,0.5625,0.5516547,0.010845303535461426
11476,0.625,0.5655608,0.05943918228149414
11477,0.75,0.6098362,0.14016377925872803
11478,0.8125,0.5277151,0.2847849130630493
11479,0.75,0.5384088,0.2115911841392517
11480,0.5625,0.7354866,0.17298662662506104
11481,0.8125,0.72718215,0.08531785011291504
11482,0.75,0.7587997,0.00879967212677002
11483,0.5625,0.52245086,0.04004913568496704
11484,0.5,0.6535195,0.15351951122283936
11485,0.6875,0.7039831,0.0164831280708313
11486,0.375,0.4614623,0.08646228909492493
11487,0.4375,0.753247,0.3157470226287842
11488,0.5625,0.44884884,0.11365115642547607
11489,0.5,0.5330186,0.03301858901977539
11490,0.75,0.48793927,0.2620607316493988
11491,0.8125,0.5617313,0.2507687211036682
11492,0.5,0.71386826,0.21386826038360596
11493,0.75,0.6743945,0.07560551166534424
11494,0.8125,0.57028246,0.2422175407409668
11495,0.625,0.76987576,0.14487576484680176
11496,0.4375,0.7657504,0.3282504081726074
11497,0.4375,0.5268329,0.08933287858963013
11498,0.5,0.50556475,0.005564749240875244
11499,0.6875,0.70544994,0.017949938774108887
11500,0.5,0.5768787,0.07687872648239136
11501,0.625,0.71270335,0.08770334720611572
11502,0.5625,0.5395769,0.02292311191558838
11503,0.75,0.5098577,0.24014228582382202
11504,0.5,0.4745721,0.025427907705307007
11505,0.75,0.7213555,0.02864450216293335
11506,0.5625,0.7177905,0.15529048442840576
11507,0.8125,0.69817436,0.1143256425857544
11508,0.5625,0.47100747,0.09149253368377686
11509,0.75,0.5654433,0.1845567226409912
11510,0.6875,0.7514223,0.06392228603363037
11511,0.75,0.6423987,0.10760128498077393
11512,0.625,0.7270883,0.10208827257156372
11513,0.875,0.54585075,0.3291492462158203
11514,0.8125,0.7761396,0.03636038303375244
11515,0.75,0.49299604,0.2570039629936218
11516,0.75,0.662683,0.08731698989868164
11517,0.5625,0.730173,0.1676729917526245
11518,0.5625,0.5611198,0.0013802051544189453
11519,0.625,0.5979399,0.027060091495513916
11520,0.1875,0.68141675,0.49391674995422363
11521,0.8125,0.62161887,0.1908811330795288
11522,0.5625,0.72686017,0.1643601655960083
11523,0.375,0.4965186,0.12151861190795898
11524,0.3125,0.51443267,0.20193266868591309
11525,0.75,0.7610976,0.011097609996795654
11526,0.4375,0.77978635,0.3422863483428955
11527,0.8125,0.48104078,0.3314592242240906
11528,0.5625,0.5016605,0.06083947420120239
11529,0.8125,0.77270234,0.03979766368865967
11530,0.75,0.635892,0.11410802602767944
11531,0.375,0.68215084,0.30715084075927734
11532,0.5,0.74151146,0.24151146411895752
11533,0.6875,0.7589644,0.0714644193649292
11534,0.75,0.5591481,0.19085192680358887
11535,0.6875,0.45453608,0.2329639196395874
11536,0.625,0.68220294,0.057202935218811035
11537,0.8125,0.50195473,0.31054526567459106
11538,0.75,0.72238475,0.027615249156951904
11539,0.3125,0.6007437,0.28824371099472046
11540,0.5,0.48577008,0.014229923486709595
11541,0.75,0.6625947,0.08740532398223877
11542,0.5,0.7112196,0.21121960878372192
11543,0.5625,0.65203977,0.08953976631164551
11544,0.5625,0.54632026,0.01617974042892456
11545,0.6875,0.54699534,0.1405046582221985
11546,0.6875,0.6627681,0.024731874465942383
11547,0.625,0.4840322,0.14096778631210327
11548,0.625,0.5889085,0.036091506481170654
11549,0.5,0.760992,0.26099199056625366
11550,0.5625,0.70013,0.13762998580932617
11551,0.6875,0.5641332,0.12336677312850952
11552,0.5625,0.73223776,0.16973775625228882
11553,0.625,0.5864071,0.0385928750038147
11554,0.375,0.6872971,0.31229710578918457
11555,0.625,0.5622004,0.06279957294464111
11556,0.5625,0.63801944,0.07551944255828857
11557,0.5,0.7538663,0.2538663148880005
11558,0.625,0.7446208,0.11962080001831055
11559,0.1875,0.75723886,0.5697388648986816
11560,0.5625,0.77404886,0.21154886484146118
11561,0.625,0.7065108,0.08151078224182129
11562,0.4375,0.76872206,0.3312220573425293
11563,0.75,0.7626495,0.012649476528167725
11564,0.4375,0.65945995,0.2219599485397339
11565,0.5,0.7305701,0.23057007789611816
11566,0.5625,0.65941477,0.09691476821899414
11567,0.6875,0.7609963,0.07349628210067749
11568,0.8125,0.52414715,0.2883528470993042
11569,0.4375,0.75510186,0.31760185956954956
11570,0.5,0.7013304,0.20133042335510254
11571,0.625,0.707114,0.08211398124694824
11572,0.4375,0.6277594,0.1902593970298767
11573,0.5625,0.50178045,0.06071954965591431
11574,0.5625,0.5426706,0.019829392433166504
11575,0.625,0.7662866,0.14128661155700684
11576,0.4375,0.5379333,0.10043329000473022
11577,0.5625,0.7126841,0.15018409490585327
11578,0.5,0.76010823,0.26010823249816895
11579,0.8125,0.4979164,0.31458359956741333
11580,0.8125,0.75935805,0.05314195156097412
11581,0.5,0.45515287,0.04484713077545166
11582,0.8125,0.6951881,0.11731189489364624
11583,0.6875,0.77373654,0.08623653650283813
11584,0.8125,0.501354,0.3111460208892822
11585,0.5,0.46688098,0.033119022846221924
11586,0.5,0.5720572,0.07205718755722046
11587,0.5625,0.49421483,0.06828516721725464
11588,0.75,0.5416509,0.2083491086959839
11589,0.3125,0.71074045,0.39824044704437256
11590,0.6875,0.74774224,0.06024223566055298
11591,0.75,0.52730685,0.22269314527511597
11592,0.375,0.5532029,0.17820292711257935
11593,0.6875,0.75799686,0.07049685716629028
11594,0.4375,0.47151566,0.034015655517578125
11595,0.5,0.6219437,0.12194371223449707
11596,0.75,0.6884258,0.06157422065734863
11597,0.6875,0.48712245,0.20037755370140076
11598,0.625,0.7554521,0.13045209646224976
11599,0.4375,0.59686494,0.15936493873596191
11600,0.4375,0.7160474,0.27854740619659424
11601,0.25,0.7183557,0.4683557152748108
11602,0.5625,0.51427174,0.04822826385498047
11603,0.625,0.46216673,0.16283327341079712
11604,0.625,0.5478692,0.07713079452514648
11605,0.625,0.78117,0.15617001056671143
11606,0.75,0.68472797,0.06527203321456909
11607,0.375,0.5175005,0.14250051975250244
11608,0.5625,0.49593532,0.06656467914581299
11609,0.4375,0.50333387,0.06583386659622192
11610,0.6875,0.7110661,0.023566126823425293
11611,0.5,0.46530157,0.034698426723480225
11612,0.5,0.744108,0.24410802125930786
11613,0.625,0.7420778,0.11707782745361328
11614,0.75,0.7648698,0.0148698091506958
11615,0.8125,0.74083465,0.07166534662246704
11616,0.375,0.4724995,0.09749948978424072
11617,0.75,0.5228536,0.22714638710021973
11618,0.5,0.59963363,0.09963363409042358
11619,0.5,0.5214713,0.02147132158279419
11620,0.875,0.45863354,0.41636645793914795
11621,0.125,0.7466215,0.6216214895248413
11622,0.5625,0.5269933,0.0355067253112793
11623,0.75,0.686301,0.06369900703430176
11624,0.5,0.74699813,0.246998131275177
11625,0.6875,0.5973387,0.09016132354736328
11626,0.6875,0.48068437,0.20681563019752502
11627,0.75,0.46223596,0.2877640426158905
11628,0.625,0.53498423,0.09001576900482178
11629,0.5,0.5111097,0.011109709739685059
11630,0.5,0.47874242,0.02125757932662964
11631,0.75,0.7281756,0.021824419498443604
11632,0.5,0.8090942,0.3090941905975342
11633,0.75,0.68967587,0.060324132442474365
11634,0.5,0.647224,0.14722400903701782
11635,0.6875,0.48234636,0.20515364408493042
11636,0.3125,0.71367425,0.40117424726486206
11637,0.75,0.78000045,0.03000044822692871
11638,0.75,0.75150794,0.0015079379081726074
11639,0.5,0.7624333,0.2624332904815674
11640,0.6875,0.5308002,0.1566997766494751
11641,0.75,0.765718,0.01571798324584961
11642,0.625,0.73155403,0.10655403137207031
11643,0.75,0.75223225,0.0022322535514831543
11644,0.375,0.72404385,0.3490438461303711
11645,0.75,0.75755686,0.00755685567855835
11646,0.6875,0.6256852,0.06181478500366211
11647,0.625,0.47429267,0.15070733428001404
11648,0.625,0.61706656,0.007933437824249268
11649,0.75,0.70543355,0.044566452503204346
11650,0.5,0.5051518,0.005151808261871338
11651,0.5625,0.750475,0.1879749894142151
11652,0.625,0.45555264,0.16944736242294312
11653,0.5625,0.7490221,0.18652212619781494
11654,0.875,0.76835483,0.10664516687393188
11655,0.625,0.7154619,0.09046190977096558
11656,0.625,0.76568544,0.14068543910980225
11657,0.8125,0.748868,0.06363201141357422
