image_id,angle,speed
18225,0.4375,1
18226,0.5625,1
18227,0.5,1
18228,0.4375,1
18229,0.3125,1
18230,0.1875,1
18231,0.25,1
18232,0.1875,1
18233,0.1875,1
18234,0.1875,1
18235,0.25,1
18236,0.1875,1
18237,0.1875,1
18238,0.25,1
18239,0.375,1
18240,0.4375,1
18241,0.4375,1
18242,0.4375,1
18243,0.5625,1
18244,0.5,1
18245,0.4375,1
18246,0.5,1
18247,0.5,1
18248,0.5,1
18249,0.375,1
18250,0.3125,1
18251,0.25,1
18252,0.25,1
18253,0.1875,1
18254,0.1875,1
18255,0.3125,1
18256,0.1875,1
18257,0.1875,1
18258,0.1875,1
18259,0.25,1
18260,0.5,1
18261,0.5,1
18262,0.4375,1
18263,0.4375,1
18264,0.5625,1
18265,0.5,1
18266,0.5,1
18267,0.4375,1
18268,0.5,1
18269,0.5,1
18270,0.5,1
18271,0.3125,1
18272,0.25,1
18273,0.1875,1
18274,0.1875,1
18275,0.1875,1
18276,0.1875,1
18277,0.1875,1
18278,0.1875,1
18279,0.1875,1
18280,0.3125,1
18281,0.25,1
18282,0.4375,1
18283,0.5,1
18284,0.5625,1
18285,0.4375,1
18286,0.4375,1
18287,0.5625,1
18288,0.5,1
18289,0.5,1
18290,0.4375,1
18291,0.4375,1
18292,0.3125,1
18293,0.25,1
18294,0.25,1
18295,0.1875,1
18296,0.25,1
18297,0.1875,1
18298,0.1875,1
18299,0.1875,1
18300,0.25,1
18301,0.25,1
18302,0.25,1
18303,0.5,1
18304,0.5,1
18305,0.4375,1
18306,0.5625,1
18307,0.5,1
18308,0.5,1
18309,0.4375,1
18310,0.5,1
18311,0.5625,1
18312,0.5,1
18313,0.1875,1
18314,0.25,1
18315,0.3125,1
18316,0.25,1
18317,0.25,1
18318,0.1875,1
18319,0.125,1
18320,0.1875,1
18321,0.25,1
18322,0.25,1
18323,0.3125,1
18324,0.4375,1
18325,0.4375,1
18326,0.4375,1
18327,0.5,1
18328,0.5625,1
18329,0.5,1
18330,0.375,1
18331,0.5,1
18332,0.5625,1
18333,0.3125,1
18334,0.5,1
18335,0.25,1
18336,0.1875,1
18337,0.25,1
18338,0.1875,1
18339,0.1875,1
18340,0.1875,1
18341,0.1875,1
18342,0.1875,1
18343,0.25,1
18344,0.375,1
18345,0.375,1
18346,0.4375,1
18347,0.5625,1
18348,0.5,1
18349,0.5625,1
18350,0.4375,1
18351,0.5625,1
18352,0.5,1
18353,0.4375,1
18354,0.5,1
18355,0.375,1
18356,0.25,1
18357,0.1875,1
18358,0.25,1
18359,0.25,1
18360,0.125,1
18361,0.125,1
18362,0.1875,1
18363,0.3125,1
18364,0.25,1
18365,0.25,1
18366,0.3125,1
18367,0.4375,1
18368,0.5,1
18369,0.5,1
18370,0.5,1
18371,0.5,1
18372,0.5,1
18373,0.5,1
18374,0.5,1
18375,0.4375,1
18376,0.375,1
18377,0.3125,1
18378,0.25,1
18379,0.1875,1
18380,0.25,1
18381,0.1875,1
18382,0.1875,1
18383,0.1875,1
18384,0.25,1
18385,0.25,1
18386,0.3125,1
18387,0.4375,1
18388,0.5,1
18389,0.5625,1
18390,0.5,1
18391,0.4375,1
18392,0.4375,1
18393,0.5,1
18394,0.5,1
18395,0.5,1
18396,0.5,1
18397,0.375,1
18398,0.25,1
18399,0.25,1
18400,0.1875,1
18401,0.3125,1
18402,0.1875,1
18403,0.1875,1
18404,0.125,1
18405,0.1875,1
18406,0.25,1
18407,0.375,1
18408,0.3125,1
18409,0.5,1
18410,0.5625,1
18411,0.5,1
18412,0.5,1
18413,0.6875,1
18414,0.375,1
18415,0.5,1
18416,0.5,1
18417,0.5,1
18418,0.5,1
18419,0.5,1
18420,0.5,1
18421,0.25,1
18422,0.25,1
18423,0.375,1
18424,0.25,1
18425,0.1875,1
18426,0.1875,1
18427,0.1875,1
18428,0.25,1
18429,0.1875,1
18430,0.25,1
18431,0.5,1
18432,0.375,1
18433,0.5625,1
18434,0.5,1
18435,0.4375,1
18436,0.4375,1
18437,0.5,1
18438,0.5,1
18439,0.5,1
18440,0.375,1
18441,0.375,1
18442,0.3125,1
18443,0.1875,1
18444,0.1875,1
18445,0.1875,1
18446,0.1875,1
18447,0.25,1
18448,0.25,1
18449,0.1875,1
18450,0.3125,1
18451,0.4375,1
18452,0.4375,1
18453,0.4375,1
18454,0.5625,1
18455,0.5,1
18456,0.5,1
18457,0.4375,1
18458,0.5,1
18459,0.5625,1
18460,0.375,1
18461,0.375,1
18462,0.375,1
18463,0.25,1
18464,0.25,1
18465,0.125,1
18466,0.0625,1
18467,0.125,1
18468,0.3125,1
18469,0.25,1
18470,0.1875,1
18471,0.4375,1
18472,0.3125,1
18473,0.5,1
18474,0.5625,1
18475,0.4375,1
18476,0.4375,1
18477,0.5,1
18478,0.5,1
18479,0.5,1
18480,0.5,1
18481,0.5,1
18482,0.375,1
18483,0.3125,1
18484,0.1875,1
18485,0.1875,1
18486,0.1875,1
18487,0.25,1
18488,0.1875,1
18489,0.1875,1
18490,0.25,1
18491,0.1875,1
18492,0.3125,1
18493,0.4375,1
18494,0.5,1
18495,0.5,1
18496,0.5,1
18497,0.5625,1
18498,0.5,1
18499,0.5625,1
18500,0.5,1
18501,0.5,1
18502,0.375,1
18503,0.25,1
18504,0.25,1
18505,0.25,1
18506,0.125,1
18507,0.125,1
18508,0.1875,1
18509,0.1875,1
18510,0.1875,1
18511,0.1875,1
18512,0.1875,1
18513,0.4375,1
18514,0.4375,1
18515,0.625,1
18516,0.5,1
18517,0.5,1
18518,0.5,1
18519,0.5,1
18520,0.4375,1
18521,0.375,1
18522,0.5,1
18523,0.375,1
18524,0.25,1
18525,0.1875,1
18526,0.1875,1
18527,0.1875,1
18528,0.25,1
18529,0.3125,1
18530,0.25,1
18531,0.1875,1
18532,0.1875,1
18533,0.3125,1
18534,0.5,1
18535,0.5,1
18536,0.5,1
18537,0.5,1
18538,0.5,1
18539,0.5,1
18540,0.5,1
18541,0.4375,1
18542,0.5,1
18543,0.4375,1
18544,0.3125,1
18545,0.3125,1
18546,0.125,1
18547,0.3125,1
18548,0.1875,1
18549,0.25,1
18550,0.1875,1
18551,0.125,1
18552,0.1875,1
18553,0.1875,1
18554,0.4375,1
18555,0.4375,1
18556,0.5,1
18557,0.5,1
18558,0.5,1
18559,0.4375,1
18560,0.5,1
18561,0.4375,1
18562,0.25,1
18563,0.25,1
18564,0.1875,1
18565,0.125,1
18566,0.25,1
18567,0.1875,1
18568,0.1875,1
18569,0.1875,1
18570,0.3125,1
18571,0.3125,1
18572,0.5,1
18573,0.4375,1
18574,0.5625,1
18575,0.5,1
18576,0.5,1
18577,0.4375,1
18578,0.5,1
18579,0.5,1
18580,0.4375,1
18581,0.5,1
18582,0.5,1
18583,0.5,1
18584,0.0625,1
18585,0.0625,1
18586,0.5,1
18587,0.5,1
18588,0.5,1
18589,0.5,1
18590,0.4375,1
18591,0.4375,1
18592,0.375,1
18593,0.3125,1
18594,0.25,1
18595,0.1875,1
18596,0.1875,1
18597,0.1875,1
18598,0.1875,1
18599,0.1875,1
18600,0.3125,1
18601,0.1875,1
18602,0.3125,1
18603,0.5,1
18604,0.4375,1
18605,0.5625,1
18606,0.5625,1
18607,0.4375,1
18608,0.4375,1
18609,0.5625,1
18610,0.4375,1
18611,0.5,1
18612,0.5,1
18613,0.3125,1
18614,0.1875,1
18615,0.3125,1
18616,0.1875,1
18617,0.25,1
18618,0.1875,1
18619,0.1875,1
18620,0.1875,1
18621,0.1875,1
18622,0.25,1
18623,0.375,1
18624,0.4375,1
18625,0.5,1
18626,0.5,1
18627,0.5625,1
18628,0.4375,1
18629,0.5,1
18630,0.5,1
18631,0.5,1
18632,0.5,1
18633,0.4375,1
18634,0.3125,1
18635,0.25,1
18636,0.25,1
18637,0.1875,1
18638,0.1875,1
18639,0.1875,1
18640,0.25,1
18641,0.125,1
18642,0.3125,1
18643,0.25,1
18644,0.375,1
18645,0.4375,1
18646,0.4375,1
18647,0.5,1
18648,0.5625,1
18649,0.4375,1
18650,0.5,1
18651,0.4375,1
18652,0.5,1
18653,0.5625,1
18654,0.5,1
18655,0.25,1
18656,0.25,1
18657,0.25,1
18658,0.25,1
18659,0.1875,1
18660,0.125,1
18661,0.1875,1
18662,0.25,1
18663,0.25,1
18664,0.3125,1
18665,0.25,1
18666,0.375,1
18667,0.4375,1
18668,0.4375,1
18669,0.5,1
18670,0.4375,1
18671,0.5625,1
18672,0.5,1
18673,0.5,1
18674,0.5,1
18675,0.5,1
18676,0.4375,1
18677,0.4375,1
18678,0.3125,1
18679,0.1875,1
18680,0.1875,1
18681,0.25,1
18682,0.25,1
18683,0.1875,1
18684,0.1875,1
18685,0.125,1
18686,0.25,1
18687,0.3125,1
18688,0.3125,1
18689,0.5,1
18690,0.4375,1
18691,0.4375,1
18692,0.5,1
18693,0.5,1
18694,0.5,1
18695,0.5,1
18696,0.5,1
18697,0.5,1
18698,0.4375,1
18699,0.3125,1
18700,0.25,1
18701,0.25,1
18702,0.1875,1
18703,0.0625,1
18704,0.3125,1
18705,0.1875,1
18706,0.25,1
18707,0.1875,1
18708,0.25,1
18709,0.25,1
18710,0.375,1
18711,0.375,1
18712,0.5625,1
18713,0.4375,1
18714,0.5,1
18715,0.5,1
18716,0.5,1
18717,0.5,1
18718,0.5,1
18719,0.5625,1
18720,0.4375,1
18721,0.375,1
18722,0.375,1
18723,0.1875,1
18724,0.25,1
18725,0.1875,1
18726,0.25,1
18727,0.1875,1
18728,0.1875,1
18729,0.1875,1
18730,0.3125,1
18731,0.1875,1
18732,0.375,1
18733,0.5625,1
18734,0.375,1
18735,0.5,1
18736,0.5,1
18737,0.4375,1
18738,0.5,1
18739,0.5625,1
18740,0.4375,1
18741,0.5,1
18742,0.4375,1
18743,0.3125,1
18744,0.3125,1
18745,0.25,1
18746,0.25,1
18747,0.1875,1
18748,0.1875,1
18749,0.1875,1
18750,0.1875,1
18751,0.125,1
18752,0.1875,1
18753,0.3125,1
18754,0.375,1
18755,0.5,1
18756,0.4375,1
18757,0.5,1
18758,0.4375,1
18759,0.5625,1
18760,0.4375,1
18761,0.5,1
18762,0.5625,1
18763,0.4375,1
18764,0.4375,1
18765,0.3125,1
18766,0.25,1
18767,0.3125,1
18768,0.1875,1
18769,0.25,1
18770,0.1875,1
18771,0.125,1
18772,0.25,1
18773,0.3125,1
18774,0.25,1
18775,0.25,1
18776,0.4375,1
18777,0.625,1
18778,0.5,1
18779,0.4375,1
18780,0.4375,1
18781,0.5,1
18782,0.5625,1
18783,0.5,1
18784,0.4375,1
18785,0.4375,1
18786,0.4375,1
18787,0.3125,1
18788,0.1875,1
18789,0.1875,1
18790,0.1875,1
18791,0.1875,1
18792,0.1875,1
18793,0.25,1
18794,0.1875,1
18795,0.1875,1
18796,0.25,1
18797,0.3125,1
18798,0.4375,1
18799,0.4375,1
18800,0.5,1
18801,0.5625,1
18802,0.5,1
18803,0.5,1
18804,0.5,1
18805,0.4375,1
18806,0.4375,1
18807,0.5,1
18808,0.5,1
18809,0.4375,1
18810,0.4375,1
18811,0.5,1
18812,0.5625,1
18813,0.5,1
18814,0.375,1
18815,0.3125,1
18816,0.25,1
18817,0.1875,1
18818,0.1875,1
18819,0.25,1
18820,0.1875,1
18821,0.1875,1
18822,0.25,1
18823,0.1875,1
18824,0.1875,1
18825,0.4375,1
18826,0.4375,1
18827,0.5,1
18828,0.4375,1
18829,0.5,1
18830,0.5,1
18831,0.4375,1
18832,0.5,1
18833,0.4375,1
18834,0.4375,1
18835,0.5,1
18836,0.5625,1
18837,0.3125,1
18838,0.1875,1
18839,0.25,1
18840,0.1875,1
18841,0.1875,1
18842,0.1875,1
18843,0.1875,1
18844,0.1875,1
18845,0.1875,1
18846,0.1875,1
18847,0.25,1
18848,0.25,1
18849,0.5,1
18850,0.5,1
18851,0.5,1
18852,0.5,0
18853,0.5,0
18854,0.5,0
18855,0.5,0
18856,0.5,0
18857,0.1875,0
18858,0.1875,0
18859,0.1875,0
18860,0.1875,0
18861,0.1875,0
18862,0.1875,0
18863,0.1875,0
18864,0.1875,0
18865,0.1875,0
18866,0.1875,0
18867,0.1875,0
18868,0.1875,0
18869,0.1875,0
18870,0.1875,0
18871,0.1875,0
18872,0.25,0
18873,0.25,0
18874,0.25,0
18875,0.25,0
18876,0.25,0
18877,0.25,0
18878,0.25,0
18879,0.25,0
18880,0.25,0
18881,0.25,0
18882,0.25,0
18883,0.25,0
18884,0.25,0
18885,0.25,0
18886,0.25,0
18887,0.25,0
18888,0.25,0
18889,0.25,0
18890,0.3125,0
18891,0.3125,0
18892,0.125,0
18893,0.125,0
18894,0.4375,1
18895,0.5,1
18896,0.5625,1
18897,0.625,1
18898,0.5,1
18899,0.5625,1
18900,0.5625,1
18901,0.625,1
18902,0.6875,1
18903,0.6875,1
18904,0.75,1
18905,0.8125,1
18906,0.75,1
18907,0.5625,1
18908,0.625,1
18909,0.75,1
18910,0.75,1
18911,0.75,1
18912,0.625,1
18913,0.75,1
18914,0.6875,1
18915,0.6875,1
18916,0.75,1
18917,0.75,1
18918,0.6875,1
18919,0.75,1
18920,0.6875,1
18921,0.6875,1
18922,0.625,1
18923,0.625,1
18924,0.5625,1
18925,0.5,1
18926,0.4375,1
18927,0.4375,1
18928,0.5,1
18929,0.5,1
18930,0.4375,1
18931,0.4375,1
18932,0.375,1
18933,0.3125,1
18934,0.3125,1
18935,0.25,1
18936,0.1875,1
18937,0.1875,1
18938,0.1875,1
18939,0.25,1
18940,0.1875,1
18941,0.1875,1
18942,0.25,1
18943,0.1875,1
18944,0.1875,1
18945,0.1875,1
18946,0.25,1
18947,0.1875,1
18948,0.1875,1
18949,0.375,1
18950,0.375,1
18951,0.5,1
18952,0.4375,1
18953,0.4375,1
18954,0.5,1
18955,0.5625,1
18956,0.5,1
18957,0.5625,1
18958,0.5625,1
18959,0.5,1
18960,0.625,1
18961,0.625,1
18962,0.75,1
18963,0.875,1
18964,0.6875,1
18965,0.6875,1
18966,0.6875,1
18967,0.625,1
18968,0.6875,1
18969,0.6875,1
18970,0.6875,1
18971,0.75,1
18972,0.6875,1
18973,0.6875,1
18974,0.6875,1
18975,0.6875,1
18976,0.6875,1
18977,0.75,1
18978,0.6875,1
18979,0.75,1
18980,0.6875,1
18981,0.6875,1
18982,0.6875,1
18983,0.625,1
18984,0.5625,1
18985,0.5,1
18986,0.4375,1
18987,0.4375,1
18988,0.4375,1
18989,0.5625,1
18990,0.5625,1
18991,0.5625,1
18992,0.4375,1
18993,0.1875,1
18994,0.1875,1
18995,0.25,1
18996,0.25,1
18997,0.25,1
18998,0.25,1
18999,0.25,1
19000,0.1875,1
19001,0.1875,1
19002,0.1875,1
19003,0.25,1
19004,0.25,1
19005,0.125,1
19006,0.1875,1
19007,0.1875,1
19008,0.1875,1
19009,0.375,1
19010,0.25,1
19011,0.5625,1
19012,0.375,1
19013,0.5,1
19014,0.5,1
19015,0.5625,1
19016,0.5,1
19017,0.5,1
19018,0.5,1
19019,0.5625,1
19020,0.6875,1
19021,0.75,1
19022,0.75,1
19023,0.625,1
19024,0.6875,1
19025,0.6875,1
19026,0.75,1
19027,0.6875,1
19028,0.625,1
19029,0.8125,1
19030,0.75,1
19031,0.625,1
19032,0.6875,1
19033,0.6875,1
19034,0.6875,1
19035,0.75,1
19036,0.6875,1
19037,0.6875,1
19038,0.625,1
19039,0.6875,1
19040,0.8125,1
19041,0.6875,1
19042,0.6875,1
19043,0.5625,1
19044,0.5,1
19045,0.4375,1
19046,0.5,1
19047,0.5,1
19048,0.4375,1
19049,0.4375,1
19050,0.5625,1
19051,0.375,1
19052,0.3125,1
19053,0.25,1
19054,0.25,1
19055,0.1875,1
19056,0.25,1
19057,0.25,1
19058,0.1875,1
19059,0.1875,1
19060,0.1875,1
19061,0.1875,1
19062,0.125,1
19063,0.25,1
19064,0.1875,1
19065,0.3125,1
19066,0.25,1
19067,0.1875,1
19068,0.25,1
19069,0.4375,1
19070,0.4375,1
19071,0.4375,1
19072,0.4375,1
19073,0.625,1
19074,0.625,1
19075,0.4375,1
19076,0.5625,1
19077,0.5625,1
19078,0.5625,1
19079,0.625,1
19080,0.6875,1
19081,0.75,1
19082,0.75,1
19083,0.6875,1
19084,0.75,1
19085,0.625,1
19086,0.6875,1
19087,0.6875,1
19088,0.625,1
19089,0.75,1
19090,0.75,1
19091,0.75,1
19092,0.6875,1
19093,0.6875,1
19094,0.75,1
19095,0.6875,1
19096,0.6875,1
19097,0.75,1
19098,0.6875,1
19099,0.6875,1
19100,0.625,1
19101,0.625,1
19102,0.5,1
19103,0.5,1
19104,0.5625,1
19105,0.5625,1
19106,0.4375,1
19107,0.625,1
19108,0.6875,1
19109,0.6875,1
19110,0.75,1
19111,0.75,1
19112,0.75,1
19113,0.75,1
19114,0.75,1
19115,0.625,1
19116,0.625,1
19117,0.625,1
19118,0.6875,1
19119,0.75,1
19120,1,1
19121,1,0
19122,1,0
19124,1,1
19125,0.8125,1
19126,0.5625,1
19127,0.5625,1
19128,0.75,1
19129,0.6875,1
19130,0.75,1
19131,0.6875,1
19132,0.6875,1
19133,0.6875,1
19134,0.625,1
19135,0.75,1
19136,0.75,1
19137,0.75,1
19138,0.625,1
19139,0.5625,1
19140,0.75,1
19141,0.75,1
19142,0.75,1
19143,0.75,1
19144,0.8125,1
19145,0.625,1
19146,0.5,1
19147,0.4375,1
19148,0.6875,1
19149,0.5625,1
19150,0.5625,1
19151,0.5625,1
19152,0.5625,1
19153,0.5,1
19154,0.375,1
19155,0.5,1
19156,0.25,1
19157,0.3125,1
19158,0.1875,1
19159,0.1875,1
19160,0.25,1
19161,0.25,1
19162,0.25,1
19163,0.25,1
19164,0.1875,1
19165,0.25,1
19166,0.125,1
19167,0.25,1
19168,0.1875,1
19169,0.1875,1
19170,0.1875,1
19171,0.25,1
19172,0.25,1
19173,0.25,1
19174,0.25,1
19175,0.375,1
19176,0.4375,1
19177,0.5625,1
19178,0.375,1
19179,0.4375,1
19180,0.4375,1
19181,0.4375,1
19182,0.5625,1
19183,0.5625,1
19184,0.5,1
19185,0.5,1
19186,0.625,1
19187,0.6875,1
19188,0.75,1
19189,0.75,1
19190,0.75,1
19191,0.6875,1
19192,0.6875,1
19193,0.8125,1
19194,0.875,1
19195,0.6875,1
19196,0.625,1
19197,0.75,1
19198,0.625,1
19199,0.75,1
19200,0.75,1
19201,0.75,1
19202,0.75,1
19203,0.5,1
19204,0.6875,1
19205,0.6875,1
19206,0.6875,1
19207,0.8125,1
19208,0.75,1
19209,0.6875,1
19210,0.5625,1
19211,0.75,1
19212,0.625,1
19213,0.6875,1
19214,0.6875,1
19215,0.625,1
19216,0.5,1
19217,0.4375,1
19218,0.5,1
19219,0.5625,1
19220,0.5,1
19221,0.4375,1
19222,0.5,1
19223,0.5,1
19224,0.375,1
19225,0.3125,1
19226,0.25,1
19227,0.1875,1
19228,0.1875,1
19229,0.25,1
19230,0.1875,1
19231,0.1875,1
19232,0.25,1
19233,0.1875,1
19234,0.1875,1
19235,0.1875,1
19236,0.1875,1
19237,0.125,1
19238,0.25,1
19239,0.3125,1
19240,0.1875,1
19241,0.1875,1
19242,0.1875,1
19243,0.4375,1
19244,0.375,1
19245,0.3125,1
19246,0.5625,1
19247,0.625,1
19248,0.5,1
19249,0.5,1
19250,0.5,1
19251,0.5,1
19252,0.5,1
19253,0.5625,1
19254,0.625,1
19255,0.6875,1
19256,0.8125,1
19257,0.75,1
19258,0.75,1
19259,0.625,1
19260,0.75,1
19261,0.6875,1
19262,0.6875,1
19263,0.6875,1
19264,0.6875,1
19265,0.75,1
19266,0.75,1
19267,0.625,1
19268,0.6875,1
19269,0.75,1
19270,0.75,1
19271,0.6875,1
19272,0.75,1
19273,0.6875,1
19274,0.6875,1
19275,0.75,1
19276,0.6875,1
19277,0.625,1
19278,0.625,1
19279,0.4375,1
19280,0.4375,1
19281,0.5,1
19282,0.4375,1
19283,0.5625,1
19284,0.5,1
19285,0.4375,1
19286,0.4375,1
19287,0.3125,1
19288,0.25,1
19289,0.3125,1
19290,0.1875,1
19291,0.3125,1
19292,0.1875,1
19293,0.1875,1
19294,0.1875,1
19295,0.1875,1
19296,0.1875,1
19297,0.1875,1
19298,0.1875,1
19299,0.25,1
19300,0.1875,1
19301,0.1875,1
19302,0.3125,1
19303,0.25,1
19304,0.3125,1
19305,0.3125,1
19306,0.4375,1
19307,0.5,1
19308,0.5,1
19309,0.5625,1
19310,0.5625,1
19311,0.4375,1
19312,0.5,1
19313,0.5,1
19314,0.5625,1
19315,0.625,1
19316,0.625,1
19317,0.6875,1
19318,0.75,1
19319,0.75,1
19320,0.6875,1
19321,0.6875,1
19322,0.75,1
19323,0.6875,1
19324,0.75,1
19325,0.6875,1
19326,0.75,1
19327,0.75,1
19328,0.6875,1
19329,0.6875,1
19330,0.75,1
19331,0.6875,1
19332,0.75,1
19333,0.6875,1
19334,0.75,1
19335,0.75,1
19336,0.75,1
19337,0.625,1
19338,0.6875,1
19339,0.625,1
19340,0.5,1
19341,0.4375,1
19342,0.4375,1
19343,0.5,1
19344,0.5625,1
19345,0.5625,1
19346,0.5,1
19347,0.4375,1
19348,0.4375,1
19349,0.3125,1
19350,0.25,1
19351,0.1875,1
19352,0.25,1
19353,0.3125,1
19354,0.1875,1
19355,0.3125,1
19356,0.1875,1
19357,0.1875,1
19358,0.1875,1
19359,0.1875,1
19360,0.1875,1
19361,0.1875,1
19362,0.1875,1
19363,0.1875,1
19364,0.25,1
19365,0.1875,1
19366,0.25,1
19367,0.3125,1
19368,0.375,1
19369,0.4375,1
19370,0.375,1
19371,0.5,1
19372,0.5625,1
19373,0.4375,1
19374,0.5,1
19375,0.5,1
19376,0.5,1
19377,0.5625,1
19378,0.625,1
19379,0.6875,1
19380,0.75,1
19381,0.6875,1
19382,0.6875,1
19383,0.6875,1
19384,0.75,1
19385,0.75,1
19386,0.625,1
19387,0.6875,1
19388,0.625,1
19389,0.6875,1
19390,0.6875,1
19391,0.8125,1
19392,0.8125,1
19393,0.75,1
19394,0.625,1
19395,0.625,1
19396,0.6875,1
19397,0.6875,1
19398,0.6875,1
19399,0.8125,1
19400,0.6875,1
19401,0.75,1
19402,0.6875,1
19403,0.6875,1
