image_id,angle,speed,filename
1179,0.625,1.0,1179.png
793,0.75,1.0,793.png
3376,0.5625,1.0,3376.png
4490,0.625,1.0,4490.png
9563,0.1875,1.0,9563.png
3744,0.625,1.0,3744.png
10621,0.6875,1.0,10621.png
838,0.9375,1.0,838.png
3272,0.5625,0.0,3272.png
15353,0.4375,0.0,15353.png
7480,0.75,1.0,7480.png
11859,0.5,1.0,11859.png
9133,0.5625,1.0,9133.png
11023,0.625,1.0,11023.png
8993,0.5625,1.0,8993.png
7124,0.625,1.0,7124.png
7686,0.4375,1.0,7686.png
16239,0.5,0.0,16239.png
5907,0.5,0.0,5907.png
2207,0.6875,1.0,2207.png
13291,0.5,0.0,13291.png
15812,0.5,1.0,15812.png
4196,0.625,0.0,4196.png
9234,0.5,1.0,9234.png
7207,0.625,1.0,7207.png
12797,0.625,0.0,12797.png
3333,0.5,1.0,3333.png
8331,0.5625,1.0,8331.png
5412,0.5,1.0,5412.png
7508,0.4375,1.0,7508.png
9283,0.4375,1.0,9283.png
2397,0.6875,0.0,2397.png
7329,0.4375,1.0,7329.png
15409,0.4375,0.0,15409.png
2133,0.5,1.0,2133.png
16800,0.6875,1.0,16800.png
6331,0.625,0.0,6331.png
821,0.6875,0.0,821.png
6429,0.5,1.0,6429.png
5757,0.6875,1.0,5757.png
1011,0.75,1.0,1011.png
4070,0.5,0.0,4070.png
13183,0.75,1.0,13183.png
8303,0.625,1.0,8303.png
5731,0.8125,1.0,5731.png
5802,0.6875,1.0,5802.png
6072,0.5,1.0,6072.png
1336,0.4375,1.0,1336.png
17382,0.5,0.0,17382.png
4209,0.75,0.0,4209.png
16668,0.25,1.0,16668.png
721,0.5,0.0,721.png
8140,0.8125,1.0,8140.png
1095,0.4375,1.0,1095.png
4682,0.5625,1.0,4682.png
3439,0.5625,1.0,3439.png
2030,0.625,0.0,2030.png
2630,0.625,0.0,2630.png
5424,0.4375,0.0,5424.png
11508,0.5625,0.0,11508.png
13715,0.6875,1.0,13715.png
16648,0.625,1.0,16648.png
12567,0.6875,1.0,12567.png
10561,0.625,1.0,10561.png
1867,0.4375,1.0,1867.png
5793,0.0625,1.0,5793.png
2422,0.6875,0.0,2422.png
10109,0.6875,1.0,10109.png
12828,0.75,0.0,12828.png
4163,0.8125,1.0,4163.png
11479,0.4375,1.0,11479.png
3646,0.5,1.0,3646.png
6981,0.625,0.0,6981.png
7094,0.5,1.0,7094.png
8425,0.5625,1.0,8425.png
11796,0.8125,1.0,11796.png
2800,0.6875,0.0,2800.png
2678,0.4375,1.0,2678.png
10267,0.4375,1.0,10267.png
6320,0.5625,1.0,6320.png
6448,0.8125,1.0,6448.png
7858,0.625,1.0,7858.png
451,0.375,1.0,451.png
9278,0.625,1.0,9278.png
7047,0.75,1.0,7047.png
13014,0.625,1.0,13014.png
1669,0.8125,1.0,1669.png
12136,0.4375,1.0,12136.png
6503,0.6875,0.0,6503.png
5294,0.5625,1.0,5294.png
1918,0.75,1.0,1918.png
15379,0.4375,0.0,15379.png
1688,0.875,1.0,1688.png
1404,0.25,1.0,1404.png
8833,0.625,1.0,8833.png
3830,0.5625,1.0,3830.png
6192,0.4375,1.0,6192.png
12206,0.4375,1.0,12206.png
2587,0.5,0.0,2587.png
6756,0.75,1.0,6756.png
3361,0.5,1.0,3361.png
12903,0.8125,1.0,12903.png
3330,0.625,1.0,3330.png
904,0.6875,1.0,904.png
4496,0.5,0.0,4496.png
998,0.5625,1.0,998.png
7613,0.4375,1.0,7613.png
10816,0.375,1.0,10816.png
13158,0.625,1.0,13158.png
2083,0.8125,1.0,2083.png
10948,0.6875,1.0,10948.png
7452,0.5,1.0,7452.png
6745,0.8125,1.0,6745.png
5216,0.5625,1.0,5216.png
12194,0.5,1.0,12194.png
8672,0.5,1.0,8672.png
752,0.8125,1.0,752.png
7102,0.3125,1.0,7102.png
5492,0.5,1.0,5492.png
4641,0.75,1.0,4641.png
3881,0.5625,1.0,3881.png
2511,0.375,0.0,2511.png
5217,0.4375,1.0,5217.png
3679,0.5625,1.0,3679.png
4198,0.5,1.0,4198.png
11874,0.5,1.0,11874.png
1534,0.6875,1.0,1534.png
10831,0.5625,1.0,10831.png
1160,0.4375,1.0,1160.png
6418,0.4375,1.0,6418.png
10846,0.5625,1.0,10846.png
5287,0.5,1.0,5287.png
6013,0.5625,1.0,6013.png
1185,0.5625,1.0,1185.png
12246,0.5,0.0,12246.png
13032,0.8125,0.0,13032.png
1816,0.625,1.0,1816.png
7393,0.5625,1.0,7393.png
9999,0.625,1.0,9999.png
474,0.4375,1.0,474.png
7156,0.625,0.0,7156.png
16837,0.5,1.0,16837.png
2417,0.5625,1.0,2417.png
896,0.5625,0.0,896.png
3444,0.6875,0.0,3444.png
7854,0.625,1.0,7854.png
5801,0.8125,1.0,5801.png
17225,0.5,1.0,17225.png
5631,0.8125,0.0,5631.png
57,0.6875,1.0,57.png
7031,0.9375,1.0,7031.png
5446,0.1875,0.0,5446.png
13199,0.8125,1.0,13199.png
1932,0.5625,1.0,1932.png
2621,0.6875,1.0,2621.png
4892,0.75,0.0,4892.png
9574,0.4375,1.0,9574.png
240,0.4375,0.0,240.png
1376,0.5625,0.0,1376.png
12981,0.4375,1.0,12981.png
938,0.8125,1.0,938.png
521,0.625,1.0,521.png
9873,0.5625,0.0,9873.png
10567,0.625,0.0,10567.png
1518,0.625,1.0,1518.png
3406,0.5625,1.0,3406.png
10406,0.4375,1.0,10406.png
5065,0.3125,0.0,5065.png
12998,0.625,0.0,12998.png
8226,0.8125,1.0,8226.png
8441,0.625,1.0,8441.png
2842,0.75,0.0,2842.png
6907,0.625,1.0,6907.png
10626,0.375,1.0,10626.png
7639,0.875,1.0,7639.png
5212,0.5625,1.0,5212.png
833,0.375,1.0,833.png
6243,0.6875,1.0,6243.png
11488,0.75,1.0,11488.png
589,0.8125,1.0,589.png
218,0.5625,1.0,218.png
9961,0.625,1.0,9961.png
4764,0.8125,1.0,4764.png
17347,0.5,0.0,17347.png
2903,0.5625,1.0,2903.png
1903,0.375,1.0,1903.png
11333,0.1875,1.0,11333.png
1740,0.6875,1.0,1740.png
5121,0.5,1.0,5121.png
1551,0.625,1.0,1551.png
2827,0.375,1.0,2827.png
1905,0.8125,1.0,1905.png
12442,0.5,1.0,12442.png
7712,0.25,0.0,7712.png
3054,0.5625,0.0,3054.png
1718,0.8125,0.0,1718.png
317,0.75,0.0,317.png
6837,0.4375,1.0,6837.png
3606,0.5,1.0,3606.png
1150,0.75,1.0,1150.png
4290,0.4375,1.0,4290.png
4736,0.625,1.0,4736.png
2416,0.8125,1.0,2416.png
8040,0.375,1.0,8040.png
8232,0.6875,1.0,8232.png
10021,0.75,0.0,10021.png
3395,0.5625,1.0,3395.png
11600,0.4375,1.0,11600.png
6763,0.625,1.0,6763.png
3442,0.6875,0.0,3442.png
6044,0.5625,1.0,6044.png
6436,0.5,0.0,6436.png
4117,0.5625,1.0,4117.png
12322,0.5625,0.0,12322.png
1323,0.5625,1.0,1323.png
9104,0.75,1.0,9104.png
4312,0.5625,1.0,4312.png
6237,0.3125,1.0,6237.png
5578,0.5625,0.0,5578.png
12380,0.5,1.0,12380.png
2323,0.625,1.0,2323.png
6724,0.5625,1.0,6724.png
9182,0.5625,1.0,9182.png
1270,0.625,1.0,1270.png
13669,0.75,1.0,13669.png
16403,0.5,0.0,16403.png
8126,0.375,1.0,8126.png
760,0.5625,0.0,760.png
8714,0.75,0.0,8714.png
5056,0.6875,1.0,5056.png
4849,0.6875,0.0,4849.png
968,0.5625,1.0,968.png
1205,0.6875,0.0,1205.png
16807,0.6875,1.0,16807.png
12481,0.75,1.0,12481.png
34,0.875,0.0,34.png
7551,0.5,0.0,7551.png
269,0.75,1.0,269.png
15066,0.5,1.0,15066.png
11956,0.625,1.0,11956.png
4373,0.4375,1.0,4373.png
16828,0.25,1.0,16828.png
4353,0.625,0.0,4353.png
4580,0.125,1.0,4580.png
1207,0.75,1.0,1207.png
696,0.8125,1.0,696.png
9894,0.5625,0.0,9894.png
6619,0.3125,0.0,6619.png
7949,0.4375,0.0,7949.png
8564,0.6875,1.0,8564.png
3416,0.5,1.0,3416.png
5522,0.375,1.0,5522.png
4634,0.6875,0.0,4634.png
2734,0.8125,1.0,2734.png
983,0.4375,1.0,983.png
130,0.6875,1.0,130.png
8347,0.625,1.0,8347.png
13155,0.5,0.0,13155.png
1040,0.5,1.0,1040.png
9493,0.4375,1.0,9493.png
16936,0.4375,1.0,16936.png
10102,0.75,0.0,10102.png
7628,0.625,0.0,7628.png
13678,0.6875,1.0,13678.png
3235,0.625,1.0,3235.png
817,0.75,1.0,817.png
7540,0.6875,1.0,7540.png
10586,0.5625,1.0,10586.png
6966,0.4375,1.0,6966.png
4191,0.8125,1.0,4191.png
6125,0.5625,1.0,6125.png
11530,0.3125,1.0,11530.png
10170,0.625,1.0,10170.png
621,0.5,0.0,621.png
5427,0.6875,0.0,5427.png
8171,0.8125,1.0,8171.png
727,0.875,0.0,727.png
9650,0.6875,1.0,9650.png
12180,0.6875,1.0,12180.png
9853,0.4375,1.0,9853.png
10201,0.75,1.0,10201.png
10386,0.75,1.0,10386.png
10082,0.625,0.0,10082.png
13068,0.4375,1.0,13068.png
11351,0.625,1.0,11351.png
17468,0.5,0.0,17468.png
876,0.75,1.0,876.png
1635,0.5,1.0,1635.png
8174,0.625,1.0,8174.png
174,0.125,1.0,174.png
3099,0.3125,1.0,3099.png
9781,0.6875,1.0,9781.png
11894,0.1875,1.0,11894.png
7069,0.625,1.0,7069.png
8287,0.8125,1.0,8287.png
12123,0.625,1.0,12123.png
6333,0.3125,1.0,6333.png
8321,0.6875,0.0,8321.png
10652,0.375,1.0,10652.png
6221,0.625,0.0,6221.png
9799,0.5625,1.0,9799.png
1827,0.75,1.0,1827.png
8729,0.6875,0.0,8729.png
8852,0.25,1.0,8852.png
11394,0.625,1.0,11394.png
7767,0.5625,1.0,7767.png
1913,0.6875,1.0,1913.png
4915,0.4375,1.0,4915.png
7483,0.375,1.0,7483.png
10699,0.4375,1.0,10699.png
1579,0.75,1.0,1579.png
3426,0.6875,0.0,3426.png
4612,0.4375,1.0,4612.png
17466,0.5,0.0,17466.png
9323,0.8125,1.0,9323.png
966,0.625,1.0,966.png
6779,0.4375,0.0,6779.png
835,0.4375,1.0,835.png
13512,0.5,1.0,13512.png
13683,0.75,1.0,13683.png
6729,0.625,0.0,6729.png
16795,0.6875,1.0,16795.png
8067,0.8125,1.0,8067.png
3425,0.75,1.0,3425.png
3305,0.4375,1.0,3305.png
3341,0.4375,1.0,3341.png
643,0.6875,0.0,643.png
67,0.3125,1.0,67.png
7280,0.75,1.0,7280.png
2458,0.6875,0.0,2458.png
110,0.5,1.0,110.png
3499,0.8125,1.0,3499.png
13772,0.6875,0.0,13772.png
4067,0.625,1.0,4067.png
13089,0.6875,1.0,13089.png
912,0.6875,1.0,912.png
9262,0.3125,0.0,9262.png
15919,0.8125,1.0,15919.png
3975,0.5625,0.0,3975.png
2278,0.625,1.0,2278.png
4109,0.5625,1.0,4109.png
15806,0.5,1.0,15806.png
6852,0.25,1.0,6852.png
4252,0.75,1.0,4252.png
10957,0.625,1.0,10957.png
3620,0.4375,1.0,3620.png
7365,0.5625,1.0,7365.png
4659,0.875,1.0,4659.png
1890,0.5,0.0,1890.png
16257,0.5,0.0,16257.png
12923,0.5625,1.0,12923.png
702,0.625,1.0,702.png
8301,0.5625,1.0,8301.png
11263,0.5625,1.0,11263.png
12178,0.625,1.0,12178.png
7610,0.5625,0.0,7610.png
1725,0.8125,1.0,1725.png
4678,0.6875,1.0,4678.png
10981,0.625,1.0,10981.png
9330,0.75,1.0,9330.png
15069,0.5,1.0,15069.png
5964,0.5,1.0,5964.png
8342,0.6875,0.0,8342.png
1607,0.625,1.0,1607.png
6025,0.8125,1.0,6025.png
12218,0.6875,1.0,12218.png
3007,0.3125,0.0,3007.png
1781,0.75,1.0,1781.png
13424,0.875,1.0,13424.png
10506,0.625,1.0,10506.png
17467,0.5,0.0,17467.png
12681,0.625,1.0,12681.png
5547,0.625,1.0,5547.png
2068,0.5625,1.0,2068.png
6382,0.8125,1.0,6382.png
12868,0.8125,1.0,12868.png
10088,0.5,0.0,10088.png
8269,0.6875,1.0,8269.png
1302,0.625,1.0,1302.png
5618,0.5,0.0,5618.png
6106,0.4375,1.0,6106.png
7505,0.6875,1.0,7505.png
2097,0.8125,1.0,2097.png
1874,0.75,1.0,1874.png
12204,0.5625,1.0,12204.png
2582,0.5,0.0,2582.png
5866,0.5625,1.0,5866.png
4157,0.4375,1.0,4157.png
10138,0.9375,0.0,10138.png
12705,0.5,0.0,12705.png
749,0.5,0.0,749.png
11667,0.375,1.0,11667.png
8958,0.5,1.0,8958.png
4204,0.625,1.0,4204.png
7965,0.5,0.0,7965.png
1060,0.75,1.0,1060.png
16207,0.5,1.0,16207.png
8719,0.3125,1.0,8719.png
1493,0.375,1.0,1493.png
5773,0.75,1.0,5773.png
1702,0.625,0.0,1702.png
6595,0.6875,1.0,6595.png
12756,0.8125,1.0,12756.png
7463,0.6875,1.0,7463.png
9002,0.5,1.0,9002.png
2796,0.6875,0.0,2796.png
13747,0.625,1.0,13747.png
8292,0.75,1.0,8292.png
11091,0.4375,1.0,11091.png
9993,0.75,1.0,9993.png
6291,0.625,1.0,6291.png
6467,0.4375,1.0,6467.png
11931,0.4375,1.0,11931.png
2502,0.625,1.0,2502.png
1003,0.6875,1.0,1003.png
7070,0.5,0.0,7070.png
8233,0.6875,0.0,8233.png
6231,0.75,1.0,6231.png
12747,0.5625,1.0,12747.png
13118,0.625,1.0,13118.png
16298,0.5,0.0,16298.png
2793,0.5625,1.0,2793.png
5592,0.1875,1.0,5592.png
2758,0.625,0.0,2758.png
11097,0.5625,1.0,11097.png
10124,0.5,1.0,10124.png
11911,0.6875,0.0,11911.png
3990,0.5625,1.0,3990.png
16608,0.3125,1.0,16608.png
5495,0.4375,1.0,5495.png
11757,0.5625,1.0,11757.png
7153,0.8125,1.0,7153.png
11132,0.5625,1.0,11132.png
1572,0.6875,1.0,1572.png
5138,0.8125,1.0,5138.png
4762,0.6875,1.0,4762.png
802,0.75,1.0,802.png
12815,0.6875,1.0,12815.png
7813,0.5625,0.0,7813.png
2389,0.4375,1.0,2389.png
5877,0.6875,0.0,5877.png
8605,0.625,1.0,8605.png
894,0.75,0.0,894.png
13333,0.75,1.0,13333.png
6394,0.375,1.0,6394.png
9968,0.5,1.0,9968.png
1041,0.6875,1.0,1041.png
9531,0.5625,1.0,9531.png
9927,0.5625,0.0,9927.png
10218,0.5,1.0,10218.png
6669,0.5,1.0,6669.png
237,0.75,1.0,237.png
947,0.8125,1.0,947.png
7768,0.625,1.0,7768.png
5611,0.8125,0.0,5611.png
5251,0.5,0.0,5251.png
16932,0.5625,1.0,16932.png
4422,0.8125,1.0,4422.png
11780,0.625,1.0,11780.png
5976,0.0,1.0,5976.png
9358,0.5,0.0,9358.png
5367,0.5,1.0,5367.png
16560,0.5,1.0,16560.png
794,0.4375,1.0,794.png
514,0.6875,1.0,514.png
11617,0.5,1.0,11617.png
13393,0.625,0.0,13393.png
15822,0.5625,1.0,15822.png
16203,0.5,1.0,16203.png
1087,0.625,1.0,1087.png
3028,0.5625,1.0,3028.png
1915,0.5,1.0,1915.png
8237,0.4375,1.0,8237.png
5564,0.8125,1.0,5564.png
10583,0.625,0.0,10583.png
11442,0.5625,1.0,11442.png
13516,0.5625,1.0,13516.png
1361,0.8125,1.0,1361.png
7295,0.5,1.0,7295.png
8837,0.75,1.0,8837.png
3269,0.6875,1.0,3269.png
8744,0.875,1.0,8744.png
379,0.75,1.0,379.png
7515,0.4375,1.0,7515.png
8073,0.3125,1.0,8073.png
13083,0.75,1.0,13083.png
3110,0.625,1.0,3110.png
15355,0.4375,0.0,15355.png
325,0.625,0.0,325.png
5546,0.6875,0.0,5546.png
8797,0.875,1.0,8797.png
7675,0.5625,1.0,7675.png
7018,0.6875,1.0,7018.png
2882,0.8125,1.0,2882.png
10991,0.4375,0.0,10991.png
9945,0.8125,1.0,9945.png
11706,0.75,1.0,11706.png
16624,0.1875,1.0,16624.png
12217,0.5625,0.0,12217.png
3356,0.5,1.0,3356.png
8615,0.75,0.0,8615.png
1154,0.375,1.0,1154.png
7336,0.6875,0.0,7336.png
119,0.5625,1.0,119.png
7742,0.8125,1.0,7742.png
4739,0.4375,1.0,4739.png
3312,0.5,1.0,3312.png
8545,0.5,1.0,8545.png
8799,0.5625,1.0,8799.png
13592,0.8125,1.0,13592.png
13734,0.75,0.0,13734.png
6321,0.5,1.0,6321.png
11337,0.5,0.0,11337.png
11915,0.625,0.0,11915.png
352,0.5,0.0,352.png
11395,0.375,1.0,11395.png
11537,0.375,1.0,11537.png
16227,0.5,1.0,16227.png
1531,0.625,1.0,1531.png
10550,0.5,1.0,10550.png
7952,0.75,1.0,7952.png
8414,0.8125,1.0,8414.png
4127,0.625,1.0,4127.png
3473,0.4375,0.0,3473.png
7264,0.3125,1.0,7264.png
10491,0.0,1.0,10491.png
9167,0.4375,1.0,9167.png
9280,0.5625,1.0,9280.png
2901,0.625,1.0,2901.png
4166,0.75,1.0,4166.png
404,0.75,1.0,404.png
8151,0.4375,1.0,8151.png
5258,0.875,1.0,5258.png
12102,0.4375,1.0,12102.png
2382,0.5625,1.0,2382.png
12537,0.75,1.0,12537.png
8655,0.5625,1.0,8655.png
9912,0.5,1.0,9912.png
2473,0.625,1.0,2473.png
2838,0.625,1.0,2838.png
8313,0.625,1.0,8313.png
11346,0.125,1.0,11346.png
13372,0.875,1.0,13372.png
2176,0.5625,0.0,2176.png
6074,0.625,1.0,6074.png
5337,0.625,1.0,5337.png
11051,0.5,0.0,11051.png
9341,0.5,1.0,9341.png
6472,0.6875,1.0,6472.png
12795,0.5,1.0,12795.png
13463,0.5625,1.0,13463.png
5443,0.6875,0.0,5443.png
5099,0.6875,1.0,5099.png
16734,0.5625,1.0,16734.png
13767,0.6875,1.0,13767.png
11612,0.75,1.0,11612.png
7110,0.6875,1.0,7110.png
10852,0.75,0.0,10852.png
8525,0.4375,1.0,8525.png
2565,0.125,1.0,2565.png
258,0.9375,1.0,258.png
12080,0.75,0.0,12080.png
3044,0.625,1.0,3044.png
16571,0.4375,1.0,16571.png
16192,0.1875,1.0,16192.png
10920,0.625,1.0,10920.png
7548,0.625,1.0,7548.png
10342,0.5625,1.0,10342.png
6552,0.5,1.0,6552.png
13192,0.4375,1.0,13192.png
2634,0.9375,0.0,2634.png
12913,0.625,1.0,12913.png
1053,0.4375,1.0,1053.png
11163,0.4375,1.0,11163.png
3821,0.125,1.0,3821.png
776,0.5,0.0,776.png
1414,0.8125,1.0,1414.png
13587,0.625,0.0,13587.png
13433,0.4375,1.0,13433.png
4831,0.75,1.0,4831.png
5346,0.4375,0.0,5346.png
2462,0.75,1.0,2462.png
11916,0.4375,1.0,11916.png
13647,0.75,1.0,13647.png
17348,0.5,0.0,17348.png
1704,0.8125,0.0,1704.png
11325,0.8125,0.0,11325.png
4555,0.75,0.0,4555.png
8668,0.3125,1.0,8668.png
986,0.6875,1.0,986.png
9711,0.8125,0.0,9711.png
2766,0.25,1.0,2766.png
11366,0.75,0.0,11366.png
823,0.6875,1.0,823.png
6771,0.75,0.0,6771.png
5855,0.4375,1.0,5855.png
4728,0.6875,1.0,4728.png
8561,0.6875,0.0,8561.png
2719,0.6875,1.0,2719.png
6896,0.4375,1.0,6896.png
6786,0.5,0.0,6786.png
6636,0.8125,0.0,6636.png
8389,0.75,1.0,8389.png
4078,0.6875,1.0,4078.png
11960,0.0625,1.0,11960.png
17409,0.5,0.0,17409.png
9498,0.5,1.0,9498.png
4202,0.8125,1.0,4202.png
5199,0.25,1.0,5199.png
1615,0.5,0.0,1615.png
9277,0.5625,0.0,9277.png
6056,0.6875,1.0,6056.png
1972,0.625,1.0,1972.png
8987,0.5,0.0,8987.png
7011,0.4375,1.0,7011.png
601,0.875,1.0,601.png
9461,0.6875,0.0,9461.png
11231,0.4375,1.0,11231.png
1076,0.625,1.0,1076.png
3379,0.5,0.0,3379.png
10963,0.8125,1.0,10963.png
264,0.625,1.0,264.png
6808,0.6875,1.0,6808.png
16904,0.5,1.0,16904.png
9086,0.375,1.0,9086.png
13309,0.625,1.0,13309.png
5467,0.5,1.0,5467.png
16082,0.125,1.0,16082.png
782,0.625,1.0,782.png
992,0.6875,0.0,992.png
5242,0.4375,1.0,5242.png
6658,0.75,0.0,6658.png
5996,0.5,1.0,5996.png
4483,0.4375,1.0,4483.png
2413,0.625,1.0,2413.png
13737,0.75,0.0,13737.png
13654,0.75,1.0,13654.png
7148,0.4375,1.0,7148.png
1057,0.5625,1.0,1057.png
2474,0.625,1.0,2474.png
5453,0.5,1.0,5453.png
9015,0.6875,1.0,9015.png
2255,0.125,1.0,2255.png
1711,0.75,0.0,1711.png
16549,0.1875,1.0,16549.png
8088,0.8125,1.0,8088.png
1364,0.6875,1.0,1364.png
8514,0.5625,0.0,8514.png
1521,0.6875,1.0,1521.png
6485,0.4375,1.0,6485.png
6388,0.6875,0.0,6388.png
7591,0.625,1.0,7591.png
12901,0.625,1.0,12901.png
9805,0.8125,1.0,9805.png
9012,0.625,1.0,9012.png
11071,0.5,1.0,11071.png
3114,0.5625,1.0,3114.png
9780,0.625,1.0,9780.png
4510,0.8125,0.0,4510.png
15821,0.5,1.0,15821.png
11340,0.75,1.0,11340.png
3767,0.5625,1.0,3767.png
5488,0.4375,1.0,5488.png
8445,0.8125,1.0,8445.png
3895,0.6875,0.0,3895.png
9988,0.4375,1.0,9988.png
16918,0.6875,1.0,16918.png
2931,0.5,0.0,2931.png
12749,0.625,1.0,12749.png
10329,0.4375,1.0,10329.png
3952,0.75,1.0,3952.png
4760,0.5625,1.0,4760.png
7779,0.4375,1.0,7779.png
11563,0.5,0.0,11563.png
12154,0.75,1.0,12154.png
7745,0.625,1.0,7745.png
13278,0.5625,1.0,13278.png
12645,0.625,1.0,12645.png
10538,0.75,0.0,10538.png
6397,0.5,1.0,6397.png
9243,0.8125,1.0,9243.png
8905,0.625,1.0,8905.png
16822,0.1875,1.0,16822.png
13566,0.75,0.0,13566.png
10152,0.8125,1.0,10152.png
5781,0.6875,1.0,5781.png
10530,0.5625,1.0,10530.png
16414,0.5,0.0,16414.png
12379,0.6875,1.0,12379.png
17336,0.5,0.0,17336.png
5693,0.75,1.0,5693.png
11320,0.75,0.0,11320.png
16636,0.5,1.0,16636.png
12469,0.75,0.0,12469.png
8769,0.6875,0.0,8769.png
1830,0.6875,1.0,1830.png
2318,0.4375,1.0,2318.png
10978,0.4375,1.0,10978.png
